Gene Id,Gene Name,Chrysemys picta bellii,Crocodylus porosus,Varanus komodoensis,logFC,PValue
ENSVKKG00000000060,CPNE8,,,,1.02193164807944,0.0025633574790829
ENSVKKG00000000064,ENSVKKG00000000064,10.0,,,2.097159997416,1.74743799922914e-05
ENSVKKG00000000287,SH3PXD2A,,,,1.7317916925142,0.0284733163456423
ENSVKKG00000000325,F3,,,,2.90311266695785,0.0002530882626232
ENSVKKG00000000453,ANGPT2,,,,2.90348977421731,0.0081759220744011
ENSVKKG00000000511,ENSVKKG00000000511,,,,6.58834128404795,0.0005003491169893
ENSVKKG00000000627,EHD1,,,,1.65039752407462,0.0066084637056016
ENSVKKG00000000661,FMNL3,,,,2.41962094287911,5.66712457643484e-10
ENSVKKG00000000908,ENSVKKG00000000908,63.0,,,1.15029800465381,0.0431667828419302
ENSVKKG00000000935,ENSVKKG00000000935,4.0,5.0,4.0,1.98169367831591,0.0037010982590753
ENSVKKG00000000952,HVCN1,,,,1.03253721462456,0.005147761680299
ENSVKKG00000000993,ZFAND2B,,,,0.796328363362059,0.0165348169647471
ENSVKKG00000001003,NADK,,,,0.943045017453353,0.0061321379305952
ENSVKKG00000001019,ENSVKKG00000001019,,,,0.779770743999568,0.025239402724855
ENSVKKG00000001067,HELZ2,,,,1.17235838760366,0.0126706557039908
ENSVKKG00000001107,CALML6,,,,8.51000632408579,2.45180532238766e-09
ENSVKKG00000001118,NANS,,,,0.870432016512383,0.0052200451577224
ENSVKKG00000001141,TOR1B,,,,1.89599998841765,0.0009379768257046
ENSVKKG00000001209,PTGES,,,,1.66657491480598,0.0031162872412544
ENSVKKG00000001212,PLB1,,,,2.52532726389079,0.0365782200522117
ENSVKKG00000001239,METTL7A,,,,0.933127438120171,0.0441681564793453
ENSVKKG00000001411,ENSVKKG00000001411,,,,0.927890745765077,0.0072865163275855
ENSVKKG00000001414,ENSVKKG00000001414,,,,1.19122998417447,0.0436496612243382
ENSVKKG00000001507,TNFRSF6B,,,,1.02222422102019,0.0225276369899886
ENSVKKG00000001510,TGFB2,,,,2.47782913268132,0.0078394107326038
ENSVKKG00000001526,LRRN4CL,,,,1.36176492561843,0.0435520718663551
ENSVKKG00000001589,NOG,,,,3.54292295827899,3.9485884093407e-05
ENSVKKG00000001664,GCH1,,,,1.49913600256259,1.75538103100351e-05
ENSVKKG00000001756,ENSVKKG00000001756,,,,2.60453392892332,0.0009256546050267
ENSVKKG00000002093,IL1RAP,,,,2.3625600393112,5.83259188589756e-06
ENSVKKG00000002216,TP63,,,,1.75778918957879,0.0281541839329706
ENSVKKG00000002255,PRCP,,,,1.15552741715813,0.0006323741475744
ENSVKKG00000002276,ENSVKKG00000002276,,,,1.0343031001705,0.0119728829128302
ENSVKKG00000002422,ENSVKKG00000002422,,,,1.84573125121513,2.01370295840941e-06
ENSVKKG00000002426,ENSVKKG00000002426,2.0,,,2.29976511071934,5.78548684838532e-11
ENSVKKG00000002468,PIM2,,,,1.40719550537997,0.0001510594801172
ENSVKKG00000002524,ENSVKKG00000002524,,,,1.38621522715656,0.0248881642732814
ENSVKKG00000002545,CLSTN3,,,,1.37258114790669,0.0428460146027629
ENSVKKG00000002548,RBP5,,,,1.05219974944062,0.0185072737447268
ENSVKKG00000002567,PTK6,,,,1.28317525967528,0.0319008855079745
ENSVKKG00000002604,SEMA7A,,,,0.812199272986255,0.0406726956396279
ENSVKKG00000002660,ENSVKKG00000002660,7.0,,,1.53134290126837,0.0233914349518194
ENSVKKG00000002663,EDN2,,,,8.54868850723829,1.61833695379294e-09
ENSVKKG00000002667,HIVEP3,,,,1.45720551209733,0.0108199228334558
ENSVKKG00000002669,SERINC2,,,,0.990716075634396,0.0031475731529173
ENSVKKG00000002709,STAT1,,,,1.25779109005162,0.0121607024365568
ENSVKKG00000002866,TMEM62,,,,1.01082470064215,0.005284040027068
ENSVKKG00000002906,TMEM30B,,,,2.1472475541818,0.0007023704090499
ENSVKKG00000002988,VCAM1,,,,1.52580171412682,0.0029344082335967
ENSVKKG00000003023,ATN1,,,,1.04784547517951,0.0032384315952597
ENSVKKG00000003024,ENSVKKG00000003024,63.0,,,2.88239986173576,0.0108769010101906
ENSVKKG00000003052,ENSVKKG00000003052,11.0,,27.0,1.80925200455979,1.4135606414809e-06
ENSVKKG00000003061,ENSVKKG00000003061,11.0,,27.0,1.50618592818598,0.0015847784201723
ENSVKKG00000003112,ADAMTS10,,,,2.00007898661809,0.0008380482074685
ENSVKKG00000003244,GGH,,,,0.997530004981627,0.0026445084255617
ENSVKKG00000003245,ENSVKKG00000003245,11.0,,27.0,1.72366199991156,1.78953922224955e-07
ENSVKKG00000003319,FZD3,,,,2.66106708648601,8.26664411717298e-05
ENSVKKG00000003342,GPT2,,,,1.29978079854436,0.0423702643850413
ENSVKKG00000003400,PLA2G4A,7.0,5.0,,1.52997186038493,2.1418490126956e-06
