Gene Id,Gene Name,Chrysemys picta bellii,Crocodylus porosus,Varanus komodoensis,logFC,PValue
ENSGALG00000000081,IL4I1,7.0,,,5.478103570175,3.3502786072864904e-14
ENSGALG00000000109,AFMID,,,,0.864048115920435,0.0198513827266498
ENSGALG00000000209,PRNP,,,,1.44813182650364,9.65016188567385e-07
ENSGALG00000000374,RNPEP,,,,0.631957589559151,0.0205123896105544
ENSGALG00000000507,CPNE7,,,2.0,5.83862445842167,3.54994493718926e-17
ENSGALG00000000528,DBNDD1,,,,1.26847059642177,0.0006635403472144
ENSGALG00000000558,SLC1A6,,,,1.56521711568551,0.0029915325835254
ENSGALG00000000608,CDH1,,,,3.60507044740095,5.85286930072534e-24
ENSGALG00000000619,ANGPTL4,,,,6.88933311284246,2.63036675003068e-05
ENSGALG00000000650,NIP7,3.0,4.0,3.0,0.669268387274842,0.0300255664831399
ENSGALG00000000724,PM20D1,,,,0.587136981972661,0.0269490423637293
ENSGALG00000000731,THEMIS2,,3.0,3.0,1.42127035445186,0.0049246320312088
ENSGALG00000000734,RPA2,,,,0.558941493129291,0.0390009936569311
ENSGALG00000000802,DHODH,,,,0.517634989705641,0.0481008162963903
ENSGALG00000000919,PIGR,3.0,3.0,2.0,4.77716220003265,3.54708743156269e-10
ENSGALG00000001091,,,,,1.06229172039962,5.85589909955225e-05
ENSGALG00000001117,PFKFB2,,,,0.582538673093484,0.0275971067248519
ENSGALG00000001130,GALNT17,,,2.0,2.07758922683903,0.0003816227311165
ENSGALG00000001250,APLP2,,,,0.623667707322073,0.0181500167511241
ENSGALG00000001331,ST14,2.0,,,0.594961042025783,0.0249975844138288
ENSGALG00000001412,SEMA7A,,,,1.05106729551545,0.001123597154106
ENSGALG00000001452,ATP5PB,,,,0.50662451144037,0.0439965810511245
ENSGALG00000001618,OGFOD3,,,,0.984123504336739,0.0210489628978705
ENSGALG00000001889,CARD9,,,,1.17870820556419,0.0003385213676766
ENSGALG00000001916,SLIT3,,,,1.31150266862865,0.0461432411228597
ENSGALG00000001933,CORO2A,,,,1.86395983314561,0.0081960637068041
ENSGALG00000002099,,,,,0.749802379417902,0.0230199770502004
ENSGALG00000002383,CD72AG,,,,3.19659571795001,3.97571509349691e-17
ENSGALG00000002386,TMEM8B,,,,1.45486511077408,0.0171673603114723
ENSGALG00000002485,PHKG1,,,,0.565620930058962,0.0295593079365553
ENSGALG00000002495,CHCHD2P9,,2.0,2.0,0.640347023844931,0.0257367435773481
ENSGALG00000002506,SPSB1,,,,0.931556002662653,0.0031033277410159
ENSGALG00000002558,ASL1,,4.0,,2.93265407614857,1.12421503139509e-07
ENSGALG00000002570,,,,,0.938857247023432,0.0011265025477657
ENSGALG00000002576,ASL2,,4.0,,2.22813821959239,0.0010627999591848
ENSGALG00000002605,MRPL17,,,,0.590327057084076,0.0405491294159201
ENSGALG00000002645,PIWIL1,,,,2.17725414884696,0.0148721723585718
ENSGALG00000002675,SCUBE3,,,,3.25192463892602,0.0294462991005746
ENSGALG00000002744,PCDH15,,,,4.87489772583249,0.0448340581251707
ENSGALG00000002764,ATP1B3,,,,0.754068823312138,0.0324602980824864
ENSGALG00000002766,MLKL,,,,6.94279447105689,1.3594612869285598e-12
ENSGALG00000002775,FA2H,2.0,,,2.43882948020065,0.0383449113209234
ENSGALG00000002784,APEH,,,,0.606016245733076,0.0251632496332233
ENSGALG00000002831,SH3PXD2B,,,,0.903388525956778,0.0204482247970935
ENSGALG00000002963,PID1,,,,0.878876547228315,0.0015389531279191
ENSGALG00000002982,SLC2A6,,,,1.11530443498024,0.0001788416578411
ENSGALG00000003103,MST1R,,,,0.759065932478223,0.0083943892842697
ENSGALG00000003123,CNTNAP1,2.0,,,1.6837476982106,0.0055399271658589
ENSGALG00000003203,,2.0,,,3.05976903797908,0.0002626633493839
ENSGALG00000003217,LITAF,,,,1.23928074225665,1.58771167393426e-06
ENSGALG00000003272,KHDRBS1,,,,0.562732988398763,0.0429706196449141
ENSGALG00000003362,ACSS2,,,,0.750584441527065,0.0028142163595741
ENSGALG00000003472,VWC2L,,,,4.93814955078884,0.0344652836713463
ENSGALG00000003594,ANK1,,,,2.97476772298958,0.0098001897917353
ENSGALG00000003774,ATP13A2,,,,1.05063872575791,0.0001387561672886
ENSGALG00000003803,DAB2,,,,0.743484896098971,0.0058725209997688
ENSGALG00000003819,,,,,0.791398911395188,0.0172572026210905
ENSGALG00000003821,RAMP1,,,,1.25921662499292,0.0012254815308065
ENSGALG00000003901,P2RX4,,,,0.566508337072246,0.0411639870713177
ENSGALG00000003921,,,,,0.980919987866961,0.0060965202198558
ENSGALG00000003932,SDC4,,,,2.70753534830578,2.99492278765672e-13
ENSGALG00000003933,QSOX1,,4.0,,0.615360770134354,0.0477152830698295
ENSGALG00000004195,KIF4B,,,,0.823192268810344,0.0315115125560429
ENSGALG00000004257,TSPAN15,,,,3.38857049846882,1.58190208473038e-07
ENSGALG00000004336,INPPL1,,,,1.35378104204719,4.07706106621905e-06
ENSGALG00000004342,ORC6,,,,0.906241005062283,0.024205800818502
ENSGALG00000004400,,,,,0.657201277380767,0.0255550503663967
ENSGALG00000004438,ARSB,,,,0.677211651838763,0.009170208803375
ENSGALG00000004531,PLOD1,,,,0.61850995641884,0.0379116553204545
ENSGALG00000004553,SGPL1,,,,0.930366238088313,0.0015506888338552
ENSGALG00000004631,DRAXIN,,,,0.970482089192974,0.0124449801963849
ENSGALG00000004669,ASPA,,,,0.728769440389396,0.0175351834349294
ENSGALG00000004707,CSE1L,,,,0.585787126655078,0.0273783761000799
ENSGALG00000004734,,,,,1.02818528427288,0.0366995917335648
ENSGALG00000004736,STAU1,,,,0.680798253650476,0.0118716458055798
ENSGALG00000004741,EPHB2,,,,1.13762929091409,0.0037074307584536
ENSGALG00000004769,PSAP,,,,0.582268263858942,0.0456639703494006
ENSGALG00000004771,C1QB,,,,0.677358475790404,0.0222702267119557
ENSGALG00000004777,AIFM2,,,,0.82211632121864,0.0133989102309503
ENSGALG00000004848,YBX1,2.0,2.0,1.0,0.536325172864094,0.0394866670348856
ENSGALG00000004918,RAB9B,,,,0.58013090933256,0.0472293340828367
ENSGALG00000005011,,,,6.0,1.40247662776369,0.0117299577395464
ENSGALG00000005086,PLAU,,,,0.640141446717352,0.0283666796094015
ENSGALG00000005194,CD72,,,,3.7740573567001,1.35559735685186e-10
ENSGALG00000005266,BEAN1,,,,2.35007496294676,0.0301254985354492
ENSGALG00000005294,PPFIBP2,,,,1.94187457182651,0.0399328372828049
ENSGALG00000005309,TKT,,,,0.658652707103781,0.0097165839506179
ENSGALG00000005472,NAT,,3.0,3.0,1.51129355633108,0.000268867555927
ENSGALG00000005473,PNAT3,,3.0,3.0,1.56202614039291,3.52235137863709e-07
ENSGALG00000005474,PNAT10,,3.0,3.0,1.39189162453234,0.0009289780404173
ENSGALG00000005582,KLHL18,,,,1.3241264801159,6.45695165984486e-06
ENSGALG00000005610,SLC44A3,,,,3.90065967518842,0.0120900422464887
ENSGALG00000005619,F3,,,,6.16785281078784,0.003727065238468
ENSGALG00000005631,TRPM2,,3.0,,2.33689612700355,0.0026264642199158
ENSGALG00000005653,NFKB2,,,,0.654623085959674,0.0116684128952428
ENSGALG00000005657,CRHR2,,,,2.09385085454022,0.001666375629999
ENSGALG00000005725,CSF1R,,,,0.767340112888684,0.0113556985837656
ENSGALG00000005739,SCD,,,,1.30978853353309,0.0001342921702928
ENSGALG00000005747,,,,,3.38255525782533,0.004870938520923
ENSGALG00000005753,,,,2.0,0.564212339713235,0.0282037988954759
ENSGALG00000005805,PLCD1,,,,0.577552424864881,0.0375173957100967
ENSGALG00000005857,ALOX5,,,,1.98521860672466,4.3735890167994e-05
ENSGALG00000005860,ACAA1,,,,0.598672997268878,0.0460499211397652
ENSGALG00000005861,,,,3.0,1.329357547907,0.047440276691636
ENSGALG00000005957,,,,,5.04936557658213,0.0254076040720484
ENSGALG00000005964,,3.0,,3.0,0.856934345342764,0.0068516914709693
ENSGALG00000005995,SLC13A5,,,,3.60677569100276,0.0014757419442166
ENSGALG00000006037,MCM2,,,,1.36476420444754,0.000216103635575
ENSGALG00000006140,,,,,0.696392493034957,0.013321503789652
ENSGALG00000006152,,11.0,1.0,4.0,0.676261459679251,0.0215918769878788
ENSGALG00000006352,CH25H,,,,1.84893444323654,8.38430315615456e-06
ENSGALG00000006394,,,,,2.23685822629965,0.045581074246773
ENSGALG00000006402,NRROS,,,,0.708618517384621,0.0162295866271164
ENSGALG00000006443,MADPRT1,7.0,,1.0,5.1060491790986,2.88514303054093e-07
ENSGALG00000006543,PFKL,,,,0.803997987047877,0.0177325201407923
ENSGALG00000006738,CDK5RAP1,,,,3.05683257165346,6.28668269101021e-11
ENSGALG00000006756,LBP,,5.0,5.0,2.97847007455516,5.73773883571845e-13
ENSGALG00000006757,XYLT1,,,,1.09524784492017,0.0380335843579244
ENSGALG00000006805,PLSCR1,,,5.0,1.26012864065368,0.0001359320543549
ENSGALG00000006936,WDR6,,,,0.808520557405758,0.0055714228412198
ENSGALG00000007016,,,,,1.21538817680944,0.0217846965577753
ENSGALG00000007059,IGSF6,,,,0.736555664067994,0.0062257767258643
ENSGALG00000007102,MLEC,,,,0.590117833402017,0.0280763731140636
ENSGALG00000007118,,,,,1.42412920090041,0.0335972616809505
ENSGALG00000007123,,,,,1.02077425997039,0.000905847188128
ENSGALG00000007124,POP5,,,,0.975800487612157,0.0325378728582929
ENSGALG00000007170,SNRPA1,,,,0.564329147418901,0.0287584406524448
ENSGALG00000007178,FADS2,,,,0.550208474540778,0.036304547919413
ENSGALG00000007191,TK1,,,,2.17852039020934,0.0037629765083496
ENSGALG00000007220,FTH1,10.0,4.0,6.0,0.755944917126879,0.0197475088135057
ENSGALG00000007252,ANKDD1A,2.0,,,0.887323463384143,0.0423656557720091
ENSGALG00000007381,,,,,0.826197743854932,0.0043622292751322
ENSGALG00000007403,PEBP1,,,,0.551326453875844,0.0302208050229171
ENSGALG00000007470,POLR1D,,,,0.754346287204118,0.0452525298791928
ENSGALG00000007476,VAMP7,,,,0.598137943303265,0.0232574886527655
ENSGALG00000007537,INCENP,,,,1.02460433052866,0.032741760182492
ENSGALG00000007609,ARHGAP19,,,,1.09561679316094,0.0050695227103246
ENSGALG00000007713,CD300LG,5.0,,,0.938529075160718,0.005104959525211
ENSGALG00000007796,BCAS1,,,,3.64495247441314,0.0108639452180494
ENSGALG00000007900,COMMD3,,,,0.605728389496202,0.0427042857946109
ENSGALG00000007979,CALML4,,,,1.61045422042657,0.0075851660351349
ENSGALG00000007981,CLN6,,,,0.61988983584379,0.0256450370591624
ENSGALG00000008003,ZC3HC1,,,,0.73479439824669,0.015440654288927
ENSGALG00000008014,CEBPB,,,,1.61614977591241,1.35297776480584e-05
ENSGALG00000008166,TLR15,,3.0,,1.30991104047925,0.0001770896890509
ENSGALG00000008457,RIN2,,,2.0,0.7487575957232,0.0087429238688395
ENSGALG00000008508,PYGB,,,,0.664966810381004,0.0169538483880706
ENSGALG00000008538,GINS1,,,,1.44800181911553,0.011802837475725
ENSGALG00000008563,ENTPD6,,3.0,,0.758412161582893,0.0302365289499525
ENSGALG00000008628,,,,,4.52255447086677,0.0001805823841066
ENSGALG00000008691,SNX5,,,,0.634722238344184,0.0282206958635848
ENSGALG00000008827,FERMT1,,,,0.896519750489388,0.0033096457747904
ENSGALG00000008911,RNF208,,,,1.02979079969855,0.0264341466303995
ENSGALG00000008930,B3GNT2,,,,0.691067679133476,0.018179721722598
ENSGALG00000008931,COMMD1,,,,0.67221163676967,0.0104158056442638
ENSGALG00000008985,SRI,,,,0.593343219781623,0.0490941194685017
ENSGALG00000008997,STEAP4,,,,4.15478607483419,2.99994526820369e-16
ENSGALG00000009020,JAG1,,,,0.939152634137715,0.0433044627540232
ENSGALG00000009063,,,,,0.697205840533196,0.0121518787719008
ENSGALG00000009086,EHD3,,,,1.75712633488454,0.0001452270097628
ENSGALG00000009134,CTTNBP2,,,,1.64603388039707,0.0343491355576046
ENSGALG00000009241,SFRP2,,,,1.16276936031229,0.0050081836625536
ENSGALG00000009291,EPHX1,,,,1.21278809722911,0.0021380066332109
ENSGALG00000009493,TMEM229B,,,,0.794891660444704,0.00404690531486
ENSGALG00000009512,TFPI2,,,,2.34411343396543,0.0328611103307539
ENSGALG00000009520,MARCH1,,,,1.92898746733945,5.62435532083483e-06
ENSGALG00000009556,PRICKLE1,,,,2.47471492739649,0.0317412982969122
ENSGALG00000009602,MYO3B,,,,6.13962014034945,0.0004977455348513
ENSGALG00000009668,HPF1,,,,0.706375564666464,0.0150760340441251
ENSGALG00000009689,PON1,,,,1.38512749591359,0.0084300934942983
ENSGALG00000009848,LPGAT1,,,,0.730239956543041,0.015326585602526
ENSGALG00000009963,LYZ,10.0,3.0,3.0,3.63744092676452,1.6392299708444e-08
ENSGALG00000010060,PSMA6,,,,0.794885801775358,0.0027582839660435
ENSGALG00000010125,CSGALNACT1,,,,1.42620495473915,0.0334271770657918
ENSGALG00000010175,HSP90AB1,,,,0.73857463440794,0.0090414598258721
ENSGALG00000010203,,,,,1.80054078695667,1.4083234419191e-08
ENSGALG00000010243,PRDX1,,,,1.95670168959683,3.02056675418242e-11
ENSGALG00000010244,AKR1A1,,,,0.962735605468524,0.0002319059347843
ENSGALG00000010303,,,,,1.82539218670793,5.63052544999088e-05
ENSGALG00000010338,CXCL13L2,,,,4.34465366358909,5.75730129510887e-05
ENSGALG00000010346,TGFB3,,,,0.897848168021173,0.0134585813339446
ENSGALG00000010582,PPA2,,,,0.612801683599191,0.0187003616133759
ENSGALG00000010625,SRD5A2,,,,2.60148481471599,0.0197127777822331
ENSGALG00000010628,ACSL1,,,,1.89955058267724,1.6348194255379e-09
ENSGALG00000010658,RWDD4,,,,0.752987942653279,0.040821796003146
ENSGALG00000010703,DGLUCY,,,,1.38513550718884,6.92110235733019e-05
ENSGALG00000010748,EXO1,,,,2.30232674242848,0.0441233957023977
ENSGALG00000010865,TMEM196,,,,2.30253422927801,0.0388375764001206
ENSGALG00000010915,IL6,,,,1.99762274477072,0.0017430252966295
ENSGALG00000011176,SCRN1,,,,1.20927534525771,0.016436953430567
ENSGALG00000011221,GPAT3,,,,0.589442709246352,0.0335357714831973
ENSGALG00000011255,MCCC2L,,,,1.17150707959753,0.0225149930624001
ENSGALG00000011324,,1.0,,2.0,0.786142167459731,0.0086566407550152
ENSGALG00000011328,GLB1L,,,,0.757427746457283,0.0380575720874854
ENSGALG00000011409,SNRPF,,,,0.802302084401604,0.0105091493735367
ENSGALG00000011426,RNASET2,2.0,,,1.45659305272422,0.000884945558551
ENSGALG00000011511,CKB,,,,1.14876212016764,1.13414696867694e-05
ENSGALG00000011529,NAAA,,,,1.35704583281524,0.00196827213527
ENSGALG00000011668,IL8L1,4.0,,,2.53047355169699,3.76699833554304e-05
ENSGALG00000011812,,,,,0.685009024216593,0.0327031546678891
ENSGALG00000011961,TNIP3,,4.0,,1.68254790701859,0.0018160252896304
ENSGALG00000012004,PRSS12,,,,2.02968320663346,0.0030599038903441
ENSGALG00000012076,TIFA,,,,0.931204318720535,0.0066630284271428
ENSGALG00000012118,TMEM260,,,,0.684713605298779,0.0398242060624284
ENSGALG00000012124,PELI2,,,,2.48582973593766,0.000268368288449
ENSGALG00000012237,POLE2,,,,0.771877410006778,0.014779285785231
ENSGALG00000012342,SASH1,,,,0.904613365046741,0.0112996757298343
ENSGALG00000012348,MCM6,,,,0.852297426122153,0.0175812149839744
ENSGALG00000012394,,,,,2.05743777525794,0.0274714602073262
ENSGALG00000012396,PTGER2,,,,0.877663504535847,0.0238975746387975
ENSGALG00000012454,CYTH4,,,2.0,0.918194577956696,0.0012805489642066
ENSGALG00000012546,MCM5,,,,1.3880360718336,0.000481935528723
ENSGALG00000012550,HMOX1,,,,1.62487009714185,0.030427963841451
ENSGALG00000012574,WDSUB1,,,2.0,0.579815709873359,0.0446860093366606
ENSGALG00000012687,TPMT,,,,1.12233518546721,2.28211306199098e-05
ENSGALG00000012692,SIRT5,,,,0.981913737421864,0.0013855912578816
ENSGALG00000012731,TBC1D7,,,,0.70030565974174,0.0463379998495811
ENSGALG00000012759,NUP37,,,,0.677380227532897,0.0206198366260906
ENSGALG00000012761,DRAM1,,,,2.05704661065724,2.67764121317997e-07
ENSGALG00000012784,TXNDC5,,,,0.796319981862204,0.0026514727448931
ENSGALG00000012915,MCM4,,,,0.824703341341479,0.0427735494363695
ENSGALG00000013031,CECR1,,,,0.908740934983448,0.002338708276217
ENSGALG00000013072,AKR1B10,,,2.0,1.02271194608507,0.0025978294835835
ENSGALG00000013098,MGST1,,,,1.55802506743051,0.0002452871618587
ENSGALG00000013100,GRB10,,,,1.55650172142498,0.0008048027617337
ENSGALG00000013134,PLEKHA5,,,,1.28743646579354,0.0142603265021373
ENSGALG00000013165,FH,,4.0,,0.523038333914416,0.0388604717879334
ENSGALG00000013218,C3AR1,23.0,1.0,7.0,1.43220225496027,6.14836194182552e-06
ENSGALG00000013356,IKBKE,,,,1.1146373107904,3.54058951402953e-05
ENSGALG00000013495,GSDMA,3.0,,,2.51187274465806,4.95824775130886e-06
ENSGALG00000013780,AIG1,,,,0.844667990847678,0.0131579766283363
ENSGALG00000013784,CDT1,,,,1.36179337046267,0.0084587331983913
ENSGALG00000013794,MPPE1,,,,0.632151283896851,0.0474493760512918
ENSGALG00000013814,IMPA2,,,,1.74994053094765,0.0002173316584473
ENSGALG00000013848,MVK,,,,0.666334139425309,0.0398680829264821
ENSGALG00000013861,TNFAIP3,,,,0.784033848523031,0.0030809988245078
ENSGALG00000013867,PTPN2,,,,0.542022744206315,0.0313421657540994
ENSGALG00000013878,PCYOX1,,,,0.775839861525013,0.0037921009871611
ENSGALG00000014192,ATP10D,,,,0.675994852982284,0.0417648303334276
ENSGALG00000014509,BST1,,,,2.68703785276228,1.74236936078077e-09
ENSGALG00000014585,,,,,2.75755395965547,1.86660490164313e-06
ENSGALG00000014603,C1S,,,,3.0281015878877,2.27905968896429e-07
ENSGALG00000014616,MT3,1.0,3.0,1.0,0.988861919200017,0.0006264118886288
ENSGALG00000014659,C1R,3.0,,,1.70405948380509,0.0003932774201441
ENSGALG00000014692,LMNB1,,,,0.965086918413355,0.0227676802529872
ENSGALG00000014701,RAP1GAP1,,,,1.08600039507812,0.0492141856489137
ENSGALG00000014841,HDDC2,2.0,,,0.668362999256535,0.0472547408834845
ENSGALG00000014906,MOCS2,,,,0.864811103688412,0.0406979371948954
ENSGALG00000014970,FSTL1,,,,1.5871844545412,4.89360424872127e-06
ENSGALG00000014971,SLC2A9,,,,3.36393419973062,3.22083582021566e-06
ENSGALG00000014975,DRD5,,3.0,,4.35082544253349,0.0016309054564762
ENSGALG00000015032,,,2.0,,0.661794732786233,0.0312884453156187
ENSGALG00000015038,CHD1L,,,,0.760509655658893,0.0304262040371935
ENSGALG00000015069,B4GALT4,,,,0.696151782092582,0.0392237692442139
ENSGALG00000015183,,,,,0.735576624605155,0.0071317032172814
ENSGALG00000015256,PAM,,,,1.4928012193475,6.39706140331767e-05
ENSGALG00000015473,ADPRH,3.0,,,0.572743988731388,0.027886923211121
ENSGALG00000015529,WFS1,,,,0.604624910969815,0.0465457825392835
ENSGALG00000015612,LRPAP1,,,,0.632643143358458,0.0123197382950107
ENSGALG00000015624,VCAN,,,,0.761483053706161,0.0392047183255964
ENSGALG00000015663,HSDL2,,,,0.670064620495564,0.0175576818410245
ENSGALG00000015666,TNIP2,,4.0,,1.73156803591061,3.67296446138533e-08
ENSGALG00000015833,NT5E,,,,2.27175339556104,0.0031124176577436
ENSGALG00000016034,ATRN,,,,0.65449171040544,0.0407619621627788
ENSGALG00000016205,PDXK,,,,1.16588163450454,4.35787120268789e-05
ENSGALG00000016261,CYBB,,,,0.977261826733247,0.0002487650708857
ENSGALG00000016262,XK,,,,5.69208965691937,0.0051660105002875
ENSGALG00000016348,SAT1,,,6.0,0.724532438471056,0.0222118008832739
ENSGALG00000016564,PTK2B,,,,0.66777450607445,0.0141586294577772
ENSGALG00000016661,BLK,,,,0.545117153106935,0.0415151281073454
ENSGALG00000016693,CSF2RA,3.0,,,0.769456230323607,0.0094319093810179
ENSGALG00000016721,PLCXD1,,,,1.85244259236543,1.02471484413166e-10
ENSGALG00000016724,RGN,,,,1.4595125084272,0.0185852723172018
ENSGALG00000016774,NPAS2,,,,3.43579602920396,0.0080468817321356
ENSGALG00000016834,MCF2L,,,,0.717554109794043,0.0414435850561017
ENSGALG00000016919,ACOD1,,,,2.53889946241299,0.0004136366256177
ENSGALG00000016967,ENOX1,,,,2.37772801058063,0.0196481865032109
ENSGALG00000016969,,,,,1.00344697508103,0.0004873428900322
ENSGALG00000016979,SLC25A30,,,,0.654551285306109,0.0208141115209354
ENSGALG00000017064,RFC3,,,,0.960236330407404,0.0481794199693453
ENSGALG00000017077,HSPH1,,,,0.523056955573157,0.0434001796130915
ENSGALG00000017103,WASF3,,,,0.797916464139452,0.0411161289642752
ENSGALG00000017134,IFT88,,,,0.811638533206471,0.0413014070702959
ENSGALG00000017185,TMEM123,3.0,3.0,,0.784885855766125,0.0079592906025098
ENSGALG00000017205,ENDOD1,,,,1.78009413251037,0.009331377118423
ENSGALG00000017302,SLCO2B1,,,,1.34592121009782,0.0029778539382001
ENSGALG00000017326,ARHGEF17,,,,1.57815734919403,0.0068091326716001
ENSGALG00000017350,RRM1,,,,1.20778047500518,0.0017486724384026
ENSGALG00000017485,TLR1A,,,,1.38128613130904,0.0012338712900266
ENSGALG00000019042,ALG8,,3.0,,0.821213599435677,0.0039245189515114
ENSGALG00000020316,IL13RA2,,,,6.81098956928999,1.38388592353793e-25
ENSGALG00000020438,DPH6,,,,0.834352464133285,0.0393675591634089
ENSGALG00000020479,SLC43A3,,,,0.631978572352824,0.016528450545592
ENSGALG00000021025,,,5.0,5.0,3.59041595394541,1.56631441126966e-10
ENSGALG00000021353,,,,,3.65540567883154,6.54645532796886e-05
ENSGALG00000021355,,,,,1.79526244304451,1.34789970845187e-05
ENSGALG00000021362,GPRC5C,,,,0.509565549207617,0.0399365691326216
ENSGALG00000021569,C1QA,,,,0.711883666822534,0.0218325802256567
ENSGALG00000021627,IFI27L2,,2.0,,1.78174627550965,0.0173278361572319
ENSGALG00000021972,PLIN4,,,,0.590677101906072,0.0307494400740205
ENSGALG00000022622,HOXA4,,,2.0,1.80437296091902,0.0386919940238104
ENSGALG00000023411,CD180,,,,1.35197452078946,6.1948514677806e-05
ENSGALG00000023472,,,,,4.22018638986332,0.0011959024080686
ENSGALG00000023541,SPHK1,,,,0.970405440512314,0.0014237641003849
ENSGALG00000023689,ASS1,,,,1.12477910505081,0.0011020731157519
ENSGALG00000023760,CHIA,,,,1.31141686717647,0.0431075097345182
ENSGALG00000023933,G0S2,,,,3.89118707273086,5.84823718984462e-17
ENSGALG00000023936,,,,,1.44215229888325,0.0086831627444121
ENSGALG00000024041,FAHD1,,,,0.690051867234466,0.0248503641363507
ENSGALG00000025778,SIRPA,11.0,1.0,4.0,0.637932302674856,0.0346618044325886
ENSGALG00000025945,AVD,5.0,,,6.52691749477348,5.884924721278409e-11
ENSGALG00000026033,SYT2,,,,2.93805556480949,0.0352626075055225
ENSGALG00000026055,PALM,,,,1.89972510604377,0.0022314283209069
ENSGALG00000026098,IL8,4.0,,,2.51612626966378,3.2882268878321905e-15
ENSGALG00000026111,SAAL1,,3.0,,0.821717883160771,0.0257948353363503
ENSGALG00000026152,,12.0,3.0,3.0,0.867136431434035,0.0037355520555692
ENSGALG00000026167,PIK3R5,,,,0.643110078253847,0.0134366575695631
ENSGALG00000026385,LYPLAL1,,,,0.944501958287491,0.0266058463382717
ENSGALG00000026422,,,,4.0,0.639276845363635,0.0261457716738031
ENSGALG00000026471,CRIP2,,,,1.73673987926833,0.000102015158548
ENSGALG00000026517,RFC5,,,,0.616088235895507,0.0474083320309695
ENSGALG00000026518,RUNDC3A,,,,1.72790467391175,0.0362535493742935
ENSGALG00000026768,,,,,4.54748710123369,1.52606579488114e-07
ENSGALG00000026884,,,,,1.20396529434127,1.86095199371386e-06
ENSGALG00000026981,NHSL1,,,,1.72325600447547,0.0390601299925347
ENSGALG00000027070,TIMP2,,,,1.0222592588941,0.0196576830188591
ENSGALG00000027093,TLR1B,,,,1.15694433299531,0.0001660901236488
ENSGALG00000027334,,,,,0.57117915218323,0.0327932317302669
ENSGALG00000027345,SLC46A2,,4.0,,1.04872365367286,0.0041275711734916
ENSGALG00000027482,SNTB2,,,,0.610688806795952,0.0475407660335315
ENSGALG00000027506,DNAJB2,,,,0.732774724722587,0.0122662587417419
ENSGALG00000027546,BZFP1,132.0,6.0,8.0,1.16703906171272,0.0020874291008918
ENSGALG00000027579,MRPS6,,,,1.24107101852983,1.32018147859406e-05
ENSGALG00000027587,,,,,0.849819240972483,0.0060130898245139
ENSGALG00000027630,NPR2,,,,0.763780981420448,0.0352096388745163
ENSGALG00000027658,TESK1,,,,0.976583561112768,0.000491228608193
