,logFC,logCPM,PValue,QValue
ENSCPBG00000014498,1.12018419255219,-0.0786730708119092,0.340746515942051,1
ENSCPBG00000004815,-0.913708435654049,2.38186365688633,0.321623188967866,1
ENSCPBG00000004641,-0.1941306539644,2.93761173333104,0.808691650456484,1
ENSCPBG00000002755,-0.717647034440134,3.01780357596068,0.277601600650195,1
ENSCPBG00000028372,0.18150107324041,4.28579383192278,0.703122652875096,1
ENSCPBG00000021014,-2.34539213742697,-2.14312622879659,0.217276570523787,1
ENSCPBG00000020177,-0.977341421565882,2.989880927729,0.549909690611844,1
ENSCPBG00000018823,-0.386743182177166,3.94866081246321,0.399016568657282,1
ENSCPBG00000014801,2.22955583344923,-2.25935830307405,0.293684601907988,1
ENSCPBG00000014213,-0.971050151278898,0.129515639410512,0.353028926030583,1
ENSCPBG00000013646,0.206848296511029,4.85473758474248,0.662735732594704,1
ENSCPBG00000012991,0.756982200983291,4.26221455675543,0.153956680232118,1
ENSCPBG00000012751,0.24836220292026,6.39341916037299,0.597708360425835,1
ENSCPBG00000009852,0.478376662191945,-1.17120516802996,0.859975944644537,1
ENSCPBG00000009612,0.116239667257971,5.85512279995806,0.799023046425637,1
ENSCPBG00000008352,0.535985613887402,3.39323548705151,0.324259169525286,1
ENSCPBG00000007597,-0.906086001537862,-0.967231248052664,0.305233007275968,1
ENSCPBG00000006806,0.481857286391509,8.73759659798109,0.403479428754786,1
ENSCPBG00000006187,0.505796847458862,4.22250457983513,0.272957427397824,1
ENSCPBG00000004419,2.72277378975175,6.82001787616581,0.028777901226534,1
ENSCPBG00000004409,2.02772207757776,7.46120628428423,0.0595476212774019,1
ENSCPBG00000004148,0.519057515912242,0.23495375627458,0.587887493639176,1
ENSCPBG00000003947,4.49968403269437,-2.33437026439504,0.108955626656171,1
ENSCPBG00000003871,-0.730373658576288,6.14736293664766,0.377067373697149,1
ENSCPBG00000003707,-0.49360930529737,-0.844194232219817,0.749808783671081,1
ENSCPBG00000003056,2.46704036264264,5.09454880649629,0.0415908565623704,1
ENSCPBG00000003052,0.125210326547775,-0.576289770693385,0.946063781707373,1
ENSCPBG00000002032,-0.41433357311879,-0.113171667177693,0.715101073505237,1
ENSCPBG00000002023,0.550473148813451,3.94902638490771,0.327453977814201,1
ENSCPBG00000001820,-0.830155927228802,1.38983683901327,0.431312298250728,1
ENSCPBG00000001225,-0.262938569790734,1.64847623898955,0.736336111373912,1
ENSCPBG00000000832,1.80288518973326,-1.64156008090798,0.184149924265773,1
ENSCPBG00000000468,-0.473680187368043,0.993853023821755,0.498959304458447,1
ENSCPBG00000028437,-0.360785969363022,2.43661056106386,0.49275852294899,1
ENSCPBG00000028436,0.118534462058446,-0.819596945632387,0.910235293518481,1
ENSCPBG00000028426,0.848508987630155,3.18446322898878,0.206990671422094,1
ENSCPBG00000028425,1.91601366947962,2.9606689544225,0.0512404541713702,1
ENSCPBG00000028422,0.453352913990045,-1.98658328021282,1,1
ENSCPBG00000028421,-0.00409098410391784,4.82008948377323,0.993965430716411,1
ENSCPBG00000028414,-1.64527653065275,-0.260583540889483,0.139428769612758,1
ENSCPBG00000028407,-0.092480917756046,5.2723775302698,0.824661013433895,1
ENSCPBG00000028406,0.0804646139668796,4.60951135912437,0.868681967513892,1
ENSCPBG00000028405,1.02416437838028,4.50212328247562,0.0772819779580657,1
ENSCPBG00000028404,-0.178779527122991,5.50860099076583,0.665133034845236,1
ENSCPBG00000028402,-0.288077176857745,6.36877384928356,0.57303586785971,1
ENSCPBG00000028400,-0.589385958221426,3.57445666409012,0.283103357894455,1
ENSCPBG00000028398,1.38784010761453,-1.11423413162506,0.386269016951697,1
ENSCPBG00000028396,0.31534431552084,5.87409578419447,0.47773057330992,1
ENSCPBG00000028395,0.388421716442862,7.00964828035969,0.420782591694218,1
ENSCPBG00000028394,-0.854529112877816,6.34057826977477,0.509665541086914,1
ENSCPBG00000028392,-0.413291825515567,1.04408460646789,0.579370590618963,1
ENSCPBG00000028390,0.102678676142275,4.410241138005,0.832935136234403,1
ENSCPBG00000028385,0.0117144953166377,7.01746676189608,0.980634023480877,1
ENSCPBG00000028384,-0.406817545143586,1.47191046494281,0.801712749415404,1
ENSCPBG00000028383,0.365958891627612,5.52923595975572,0.401417328138458,1
ENSCPBG00000028382,-0.24017977564202,2.39903020854436,0.659030097639768,1
ENSCPBG00000028381,-0.253550461284225,6.3092249431669,0.564661726839905,1
ENSCPBG00000028380,-0.503503393764226,3.37517436202009,0.611486928003155,1
ENSCPBG00000028379,-0.128563372622825,8.19765351515027,0.811131472129543,1
ENSCPBG00000028377,-0.30408035050641,5.8754292670842,0.471430225538496,1
ENSCPBG00000028376,0.70064783304998,1.50841670724029,0.335694888773014,1
ENSCPBG00000028375,0.460027530943324,4.62713082854674,0.318301920149983,1
ENSCPBG00000028373,0.0999265920275696,-0.261064916678838,1,1
ENSCPBG00000028371,0.337953647540842,0.960956196855147,0.634962787532727,1
ENSCPBG00000028370,0.233779493071781,4.63672084852225,0.62656132048946,1
ENSCPBG00000028368,-0.619838624398783,-1.53423289194911,0.782690361725626,1
ENSCPBG00000028362,0.462108797811165,5.61083735829187,0.282468054039868,1
ENSCPBG00000028361,-0.115099675414302,4.74668994373912,0.817472794016121,1
ENSCPBG00000028360,-0.469899310959928,7.16650670858756,0.393774718522598,1
ENSCPBG00000028358,0.162126099362531,2.54685048761039,0.756897399854096,1
ENSCPBG00000028347,-0.241469808966329,6.29734733187844,0.649533467189379,1
ENSCPBG00000028344,-0.276823810606793,5.91624856503687,0.790563321352494,1
ENSCPBG00000028343,0.476961486656614,6.40957088553156,0.354833342217035,1
ENSCPBG00000028342,0.0802949207756828,6.4054552367729,0.890454393449489,1
ENSCPBG00000028340,-0.138222004170558,1.21694935031017,0.880106507247976,1
ENSCPBG00000028333,0.47071133759962,4.56408557420458,0.308741647628098,1
ENSCPBG00000028324,-0.379815748215581,4.61801011122729,0.545987896066893,1
ENSCPBG00000028309,-0.690468994772088,-2.2604852107779,0.748989132529166,1
ENSCPBG00000028301,0.827356452894505,1.67170801713168,0.202273686937505,1
ENSCPBG00000028300,0.777521529640024,-1.18667526836776,0.52087556295338,1
ENSCPBG00000028299,-0.413912808039137,6.96261566866696,0.390938963935092,1
ENSCPBG00000028297,0.113667810983068,5.83219012141114,0.788444517315077,1
ENSCPBG00000028294,-0.0660131502030583,4.68192887518639,0.888133419341077,1
ENSCPBG00000028293,0.111304991844921,5.09178408752563,0.796237442302877,1
ENSCPBG00000028289,-0.118358902389111,2.48633584649503,0.840563263094011,1
ENSCPBG00000028288,-0.160226494016398,5.56916098781892,0.744062655391673,1
ENSCPBG00000028286,1.44401735755289,0.623847626114648,0.127739791191595,1
ENSCPBG00000028285,-0.189739086544052,5.15287664488162,0.699454990162712,1
ENSCPBG00000028279,0.374433318782753,9.42302272144004,0.514083310171413,1
ENSCPBG00000028278,-0.776053651116884,-0.586500178030804,0.502847436004261,1
ENSCPBG00000028276,0.485387206749233,3.19936428755874,0.319472931287278,1
ENSCPBG00000028275,0.120145721500492,-2.32939161534025,1,1
ENSCPBG00000028273,0.60788102702331,2.93052131222967,0.263483698263589,1
ENSCPBG00000028270,0.52887771907529,5.27604600556604,0.227435725883523,1
