lps_names,lps_logfoldchanges,lps_pvals,lps_pvals_adj,lps_pts,UNST_pts,1to1_bat_dragon
FTH1_1,2.872799635,0,0,0.987327824,0.923641703,no
CALM2_2,2.254375935,2.947E-244,2.766E-240,0.89862259,0.75917768,no
TNIP1,2.893311977,1.0582E-221,6.6217E-218,0.756473829,0.368086148,TNIP1
TNFRSF1B,3.467703342,9.7871E-216,4.5931E-212,0.721212121,0.279001468,TNFRSF1B
GCH1_2,2.037026167,6.4757E-204,2.4312E-200,0.851239669,0.644150759,no
TNF,3.698753595,2.1752E-187,6.8056E-184,0.678787879,0.215859031,TNF
TEX2_1,2.636517048,8.4474E-157,2.2654E-153,0.663911846,0.257953989,no
MS4A15_3,2.309808493,4.0701E-151,9.5505E-148,0.731680441,0.449339207,no
LACC1,3.016519547,9.6724E-140,2.0174E-136,0.6,0.203132648,LACC1
SLC2A9,2.108072996,1.6599E-137,3.116E-134,0.740495868,0.450807636,no
UNC13D,2.019192219,3.0122E-137,5.1404E-134,0.755371901,0.441507587,UNC13D
PSTPIP2,2.043101311,1.7392E-135,2.7207E-132,0.717355372,0.444444444,PSTPIP2
FRRS1,4.837997913,1.9013E-116,2.7454E-113,0.458402204,0.044052863,FRRS1
TNFAIP2,2.93654561,2.954E-114,3.9609E-111,0.580716253,0.227606461,TNFAIP2
NADK,1.59238863,1.5247E-112,1.9082E-109,0.803305785,0.575624082,NADK
PPFIA1_1,1.94532907,2.9926E-110,3.511E-107,0.676584022,0.410670582,no
IFT57,1.753602028,6.6674E-108,7.3624E-105,0.715151515,0.473323544,IFT57
ENSVKKG00000005274,1.539338589,2.4433E-106,2.5481E-103,0.81046832,0.661771904,no
NAMPT,1.679841995,1.86054E-92,1.83821E-89,0.662809917,0.414096916,NAMPT
ZBTB46,1.39714098,1.79151E-88,1.68151E-85,0.759779614,0.542339697,no
SEMA4D_1,1.403454542,2.14518E-87,1.91759E-84,0.748760331,0.538423886,no
PVRL2,3.427923679,9.20834E-87,7.85722E-84,0.425895317,0.07195301,no
IRG1,3.011761665,7.98115E-86,6.514E-83,0.451790634,0.110132159,no
GDPD5,1.993022323,1.68243E-85,1.31594E-82,0.575757576,0.298580519,GDPD5
NFKBIA,1.446281075,1.18178E-84,8.87376E-82,0.738292011,0.539892315,NFKBIA
BIRC2,1.689533353,4.45416E-84,3.2159E-81,0.682644628,0.441507587,BIRC2
CCL14,1.434862137,4.69273E-84,3.26266E-81,0.795592287,0.65051395,CCL14
HVCN1,1.20947969,5.80262E-84,3.89024E-81,0.847933884,0.697503671,HVCN1
IL1B,3.567188025,8.49013E-84,5.49575E-81,0.433057851,0.092511013,IL1B
PRKCD,1.645101428,2.24194E-83,1.3576E-80,0.657300275,0.423886442,PRKCD
PTGS2,1.509033084,1.39604E-80,8.18954E-78,0.812121212,0.706314244,PTGS2
GNB1,0.973460257,3.63739E-80,2.06913E-77,0.873278237,0.779246207,GNB1
FAM49B,1.725642204,4.54764E-78,2.51083E-75,0.641873278,0.463534019,no
MASP2,1.500877857,2.06793E-76,1.07831E-73,0.671625344,0.446891826,MASP2
STK17A,1.897865534,2.91495E-74,1.4789E-71,0.538842975,0.255506608,STK17A
HSPA8,0.740329385,6.67047E-73,3.13045E-70,0.936088154,0.908957416,HSPA8
CXCL8,2.030977726,1.49826E-72,6.85983E-70,0.727272727,0.532060695,no
PLEKHB2,0.676982462,3.07144E-71,1.37279E-68,0.905785124,0.870288791,no
SDC4,1.103098154,1.73291E-70,7.56517E-68,0.814325069,0.738619677,SDC4
STEAP4,1.939431071,5.35119E-69,2.28301E-66,0.539393939,0.242780225,STEAP4
NINJ1,2.161093473,1.64059E-68,6.69502E-66,0.48815427,0.220753793,NINJ1
TNFAIP3,1.839911342,8.83668E-67,3.52941E-64,0.529476584,0.272638277,TNFAIP3
BCL2A1,3.438195944,6.98523E-66,2.73181E-63,0.366942149,0.052863436,BCL2A1
BHLHE40,1.298510432,2.11964E-64,8.12038E-62,0.69476584,0.476749878,BHLHE40
BACH1,1.356230021,1.01628E-62,3.74072E-60,0.676584022,0.487518355,BACH1
AGL,2.14254427,1.42794E-62,5.15485E-60,0.479338843,0.224669604,AGL
SYNGR2,0.785964489,1.85048E-62,6.55417E-60,0.88815427,0.837493882,SYNGR2
MAP3K20,3.714053631,6.89865E-62,2.39818E-59,0.356473829,0.058737151,MAP3K20
PLK2,3.688082695,7.08455E-61,2.41802E-58,0.355922865,0.059226628,PLK2
ENSVKKG00000006322,1.291074634,6.06669E-59,2.03364E-56,0.736088154,0.555066079,no
SERPINE1,1.935152054,8.57974E-59,2.77688E-56,0.504132231,0.244248654,SERPINE1
SLC41A2,1.449945092,3.59433E-58,1.14361E-55,0.558126722,0.321585903,SLC41A2
EML4,2.318898916,5.95862E-58,1.86425E-55,0.419283747,0.149779736,EML4
MAFF,1.15587461,6.22716E-58,1.91633E-55,0.777410468,0.614782183,MAFF
UBE2E2,1.091285825,1.32425E-57,4.0095E-55,0.69862259,0.569260891,UBE2E2
CSRP1,1.419245839,1.81396E-57,5.40503E-55,0.619834711,0.443465492,CSRP1
NFKBIE,1.197140932,1.81242E-56,5.31606E-54,0.645179063,0.460107685,NFKBIE
PNRC1,1.190578341,6.21238E-56,1.76695E-53,0.7184573,0.597650514,PNRC1
TAGAP,1.542974353,1.10246E-55,3.04343E-53,0.571900826,0.362212433,TAGAP
RCAN1,2.078480005,1.75688E-55,4.77973E-53,0.463360882,0.221732746,RCAN1
TMEM170A,1.202779174,1.93437E-55,5.18742E-53,0.639669421,0.474302496,TMEM170A
NCF1,2.177073956,1.13734E-54,2.96529E-52,0.428099174,0.172295644,NCF1
MMP7_1,1.471230626,7.92248E-54,2.03727E-51,0.878787879,0.754282917,no
CCL5,2.559244871,2.39339E-53,5.99049E-51,0.388980716,0.127753304,CCL5
CYFIP1,1.667902112,4.18924E-53,1.03474E-50,0.511294766,0.291727851,CYFIP1
ALAS1,0.882837296,2.02726E-52,4.94231E-50,0.890909091,0.801272638,ALAS1
CA2,2.890340567,4.1771E-52,1.00529E-49,0.355371901,0.081742535,CA2
LDLR,1.744568467,1.10802E-51,2.63288E-49,0.480991736,0.247185512,LDLR
RFTN1_2,1.978043437,2.72735E-50,6.39972E-48,0.421487603,0.175232501,no
CD44,0.81305027,2.9189E-50,6.76463E-48,0.855096419,0.787077827,CD44
KIAA0247,1.3603549,7.23821E-50,1.65702E-47,0.549311295,0.362212433,no
IL16_1,1.91792655,7.47811E-50,1.69131E-47,0.473829201,0.257464513,no
GGH,0.914498687,1.19834E-48,2.67801E-46,0.731680441,0.620166422,GGH
ICAM3_1,1.080667496,1.26485E-47,2.79338E-45,0.733333333,0.614292707,no
TNFRSF6B,1.472373247,9.49724E-47,2.07305E-44,0.663360882,0.453744493,TNFRSF6B
CYP1B1_1,1.172812223,2.85209E-46,6.15395E-44,0.622038567,0.452765541,no
PLAUR,2.100079536,4.41951E-46,9.42761E-44,0.43415978,0.216348507,PLAUR
ZC3H12B,3.351284027,4.52334E-46,9.54069E-44,0.314600551,0.059226628,ZC3H12B
SNX10,1.454485774,8.36534E-46,1.74482E-43,0.53553719,0.362701909,SNX10
PIM2,1.996717811,1.14012E-45,2.33019E-43,0.430853994,0.186979931,PIM2
PALLD_1,1.151724935,1.142E-45,2.33019E-43,0.636914601,0.435144395,no
C5ORF15,1.451908708,1.72737E-45,3.48668E-43,0.501928375,0.296133138,no
RAI14,1.071624756,1.19984E-44,2.37089E-42,0.658402204,0.497307881,RAI14
REL,0.950288773,1.62064E-43,3.16902E-41,0.74600551,0.597650514,REL
MLLT6,1.426769972,1.80671E-43,3.49644E-41,0.516804408,0.322564856,MLLT6
PLEKHO2_1,1.285744548,4.75949E-42,9.11686E-40,0.563636364,0.410670582,no
CTTN,1.566791415,4.95508E-41,9.30167E-39,0.483195592,0.302496329,CTTN
CFP,1.781913996,6.73662E-40,1.25208E-37,0.405509642,0.182085169,CFP
OGFRL1,2.156102896,3.28646E-39,5.93207E-37,0.34600551,0.115516397,OGFRL1
HIVEP3,1.931032658,6.83845E-39,1.22258E-36,0.412121212,0.208027411,HIVEP3
PLEK,0.688123584,6.91947E-39,1.2254E-36,0.828650138,0.764072442,PLEK
NRP1,0.828947842,2.53157E-38,4.40025E-36,0.78953168,0.680861478,NRP1
K123_1,2.654742002,4.06698E-38,7.00416E-36,0.307438017,0.074889868,no
CPNE8,1.668271422,8.18223E-38,1.38376E-35,0.41322314,0.204111601,CPNE8
EEF2_2,0.576511443,1.35091E-37,2.24419E-35,0.858953168,0.814977974,no
STAM2,1.186063051,2.85201E-37,4.65548E-35,0.543250689,0.383749388,STAM2
NANS,1.125914097,1.26517E-36,2.02989E-34,0.54214876,0.371512482,NANS
TNFRSF11B,3.800835371,4.02136E-36,6.29074E-34,0.258953168,0.027410671,TNFRSF11B
FYB,1.104145169,2.52263E-35,3.84998E-33,0.568595041,0.412628488,no
ARF1,0.513680279,2.84005E-35,4.29946E-33,0.845179063,0.808125306,ARF1
DIP2B,1.111464739,1.16167E-34,1.74454E-32,0.52892562,0.34948605,DIP2B
MOSPD1,0.935810566,1.49869E-33,2.16411E-31,0.603856749,0.483113069,MOSPD1
AKAP13,1.050592422,2.58835E-33,3.70904E-31,0.598898072,0.438570729,AKAP13
NCL,0.60679543,3.67579E-33,5.22742E-31,0.852341598,0.781204112,NCL
WBP1L,1.265128136,5.6181E-33,7.92954E-31,0.52892562,0.399412628,WBP1L
LDHB,0.56509012,7.10689E-33,9.95601E-31,0.867768595,0.825256975,LDHB
ID2,0.757664442,9.79411E-33,1.36189E-30,0.765289256,0.709740578,ID2
DDX5,0.519587159,7.72955E-32,1.05144E-29,0.926721763,0.885462555,DDX5
EAF2,1.835575223,1.0452E-31,1.41154E-29,0.332782369,0.12824278,EAF2
TXNRD1,0.683975637,2.57377E-31,3.42658E-29,0.901928375,0.853157122,no
CYTH3,2.131665707,4.14094E-31,5.47421E-29,0.325619835,0.13215859,CYTH3
SERINC2,1.464531064,4.36462E-31,5.72955E-29,0.402203857,0.206069506,SERINC2
SH3BP4,1.876846313,5.31168E-31,6.92436E-29,0.334435262,0.1360744,SH3BP4
IER3,1.169118762,7.41653E-31,9.53583E-29,0.541597796,0.407244249,IER3
PIM1_1,0.780608594,8.81495E-31,1.12567E-28,0.758677686,0.65834557,no
P2RX4,0.835021675,1.70974E-30,2.16859E-28,0.636914601,0.516886931,P2RX4
BCL10,1.083126664,1.74181E-30,2.19444E-28,0.500275482,0.345080764,BCL10
HELZ2_1,0.956029236,2.20655E-30,2.76142E-28,0.61322314,0.475281449,no
PLA2G4A,1.205135345,3.65464E-30,4.54338E-28,0.530578512,0.40577582,PLA2G4A
INHBA,3.082250595,5.66964E-30,7.002E-28,0.252892562,0.044052863,INHBA
SLC23A2_2,0.866057634,8.47879E-30,1.03353E-27,0.656749311,0.541360744,no
SREBF2,1.117020249,1.0013E-29,1.21267E-27,0.484297521,0.324033284,SREBF2
SKAP2_1,1.368898511,1.11146E-29,1.33746E-27,0.43030303,0.264806657,no
ATF4,0.584419549,1.32168E-29,1.58029E-27,0.889807163,0.834557024,ATF4
ND4L,1.082126737,1.42673E-29,1.6951E-27,0.584022039,0.455212922,ND4L
MARCKS,1.862763524,2.92883E-29,3.43625E-27,0.369146006,0.189916789,no
PFKFB4,0.870736837,5.37937E-29,6.27215E-27,0.630853994,0.528144885,PFKFB4
CHD7,1.309787393,1.05245E-28,1.21206E-26,0.438016529,0.269701419,CHD7
SPIB,1.204785228,1.41094E-28,1.60522E-26,0.485950413,0.330396476,SPIB
WDR91,1.034386754,2.53639E-28,2.85108E-26,0.523966942,0.382770436,WDR91
SEPT9,1.232872963,3.04192E-28,3.39898E-26,0.483195592,0.343612335,no
ACTB_1,0.704574466,5.37589E-28,5.93625E-26,0.894214876,0.837004405,no
PSMA2,0.519071996,7.35729E-28,8.02971E-26,0.799449036,0.773861968,PSMA2
NFKBIZ,1.616018772,9.9986E-28,1.08493E-25,0.379063361,0.207048458,NFKBIZ
CFLAR,1.509573221,1.93976E-27,2.06894E-25,0.358677686,0.176211454,CFLAR
ENSVKKG00000018377,3.756510973,4.81452E-27,5.07742E-25,0.219283747,0.019089574,no
ATP6,0.591405928,1.61325E-26,1.66395E-24,0.95922865,0.932941752,ATP6
AMPD3,2.357953072,1.75247E-26,1.79767E-24,0.269972452,0.078805678,AMPD3
GNAI2,0.965649486,1.86232E-26,1.89997E-24,0.506336088,0.36514929,GNAI2
ATP6V1E1,0.451395243,2.52663E-26,2.55E-24,0.865013774,0.834067548,ATP6V1E1
TBC1D8,1.420737267,2.55896E-26,2.56881E-24,0.380165289,0.211453744,TBC1D8
STX3_1,1.108441353,3.70671E-26,3.70119E-24,0.478236915,0.342143906,no
MTSS1,1.034974575,4.97823E-26,4.94451E-24,0.536088154,0.415075869,MTSS1
MTA2,0.917734742,7.92781E-26,7.71093E-24,0.546556474,0.424375918,MTA2
BCAR1,1.544520497,2.31806E-25,2.23152E-23,0.352066116,0.181106216,BCAR1
TMPRSS12_8,0.86391747,3.12917E-25,2.99698E-23,0.601652893,0.509544787,no
CKS2,1.032876015,9.07779E-25,8.52041E-23,0.505785124,0.366617719,no
AOAH,0.769589365,2.38665E-24,2.21793E-22,0.68815427,0.597650514,AOAH
SERPINE2,0.677151203,3.16447E-24,2.89773E-22,0.767493113,0.705824767,SERPINE2
CASP14,1.009261847,4.39925E-24,4.00887E-22,0.502479339,0.373470387,CASP14
INF2,1.282053113,6.13846E-24,5.51346E-22,0.447933884,0.31277533,INF2
EIF4G2,0.335688204,6.31104E-24,5.64147E-22,0.906887052,0.89133627,EIF4G2
DENND3,0.932113826,1.06136E-23,9.35388E-22,0.514049587,0.396965247,DENND3
SFTPD,4.553543568,1.51488E-23,1.32267E-21,0.201652893,0.017131669,no
MAT2B,0.850689888,1.68593E-23,1.46519E-21,0.554269972,0.445912873,MAT2B
PPP1CC,0.716238081,1.76839E-23,1.52978E-21,0.612672176,0.483113069,PPP1CC
RABGAP1L,0.760818541,2.14449E-23,1.84663E-21,0.695867769,0.572197748,RABGAP1L
PLSCR1_3,0.790673494,2.48103E-23,2.10742E-21,0.605509642,0.502692119,no
ENSVKKG00000003082,0.921583951,3.13292E-23,2.63727E-21,0.580716253,0.483113069,no
PPDPF,0.511911213,3.71892E-23,3.11659E-21,0.846831956,0.806656877,PPDPF
MMP14,0.764665902,3.95915E-23,3.30316E-21,0.657300275,0.572687225,MMP14
DDX18,0.732933223,4.19403E-23,3.48365E-21,0.611570248,0.509055311,DDX18
N4BP1,0.910867989,5.41173E-23,4.47529E-21,0.504132231,0.368086148,N4BP1
DYNAP,0.761131704,7.39541E-23,6.08889E-21,0.746556474,0.619187469,no
RASGEF1A,2.441085577,1.09174E-22,8.94939E-21,0.242424242,0.064610866,RASGEF1A
ABCC4,1.140452504,1.55697E-22,1.2598E-20,0.422589532,0.279001468,ABCC4
NFE2,0.895139635,2.90368E-22,2.31949E-20,0.482644628,0.323543808,NFE2
FAM60A,1.070865512,3.19828E-22,2.54399E-20,0.40661157,0.245717083,no
MIER1,0.912086964,3.72353E-22,2.94929E-20,0.507988981,0.402349486,MIER1
SREK1IP1,0.866165638,1.3142E-21,1.01943E-19,0.502479339,0.384238864,SREK1IP1
CSF3,3.885396719,1.59407E-21,1.23144E-19,0.205509642,0.031815957,CSF3
CTSH,0.545296788,1.60209E-21,1.23256E-19,0.82369146,0.753303965,CTSH
HIGD1A,0.36464861,1.66843E-21,1.27836E-19,0.855647383,0.846304454,HIGD1A
URGCP_3,2.204469681,1.78757E-21,1.36407E-19,0.259504132,0.093000489,no
DTX2,1.077446222,2.2866E-21,1.73782E-19,0.439118457,0.313264807,DTX2
SYNJ2,0.764785945,2.61003E-21,1.97562E-19,0.597796143,0.483602545,SYNJ2
RPL31,0.331955969,5.3081E-21,3.95411E-19,0.912947658,0.911894273,no
ALDH1A3,2.524485111,7.41725E-21,5.50342E-19,0.241873278,0.076358297,ALDH1A3
TNIP3,3.175216675,8.09739E-21,5.98442E-19,0.207162534,0.035731767,TNIP3
DSG2,2.003000736,1.05401E-20,7.69881E-19,0.260606061,0.093979442,DSG2
UBA1,0.524719298,1.96361E-20,1.4069E-18,0.72892562,0.669603524,no
NCF4,2.327753782,2.13063E-20,1.52077E-18,0.236914601,0.070974058,NCF4
ENSVKKG00000003245,2.188013315,2.89787E-20,2.05279E-18,0.235261708,0.0680372,no
ICOSLG,2.077492237,9.23878E-20,6.45238E-18,0.254545455,0.094958395,ICOSLG
STXBP2,0.821799994,9.61686E-20,6.66154E-18,0.50523416,0.388644151,STXBP2
DDX24,0.943275154,1.09701E-19,7.57097E-18,0.46446281,0.351933431,DDX24
CIRBP,0.478639513,1.20961E-19,8.3175E-18,0.760330579,0.727361723,CIRBP
MAGOH,0.559311092,1.28923E-19,8.83265E-18,0.676584022,0.604503182,MAGOH
F3,2.974803925,1.66666E-19,1.13769E-17,0.209917355,0.045521292,F3
SMS,1.244131804,1.80985E-19,1.23096E-17,0.365289256,0.226138032,SMS
ETS2,1.027127743,2.05163E-19,1.39037E-17,0.444077135,0.319627998,ETS2
PLEKHO2_2,1.139332652,2.16429E-19,1.46144E-17,0.433608815,0.320606951,no
BCAT2,1.138555646,2.24277E-19,1.50901E-17,0.366391185,0.217816936,BCAT2
TNFRSF14,0.570834219,2.45343E-19,1.64485E-17,0.707988981,0.635340186,no
GNL3,1.117951155,2.47095E-19,1.6507E-17,0.412672176,0.287812041,GNL3
SRGAP2,1.497648835,2.76935E-19,1.84349E-17,0.340495868,0.203622124,SRGAP2
PLS3,0.463515788,3.37009E-19,2.22758E-17,0.776859504,0.744493392,PLS3
RPL38,0.262029529,3.8263E-19,2.51144E-17,0.904132231,0.906510034,no
UGCG,0.660450161,4.00374E-19,2.61875E-17,0.622589532,0.528634361,UGCG
SMURF1,1.004847288,4.29762E-19,2.80121E-17,0.431404959,0.308370044,SMURF1
IFITM3_2,1.254623294,5.68396E-19,3.67929E-17,0.394490358,0.271169848,no
MEX3C,0.811804712,7.53974E-19,4.84712E-17,0.510743802,0.401370534,MEX3C
MAPKAPK2,1.12681067,8.0364E-19,5.14878E-17,0.403856749,0.282917279,MAPKAPK2
CCT7,0.483063966,9.10384E-19,5.81283E-17,0.721212121,0.681350954,CCT7
RBP5,0.906854093,1.1213E-18,7.08724E-17,0.484848485,0.363191385,RBP5
RBM23,0.429359466,2.6635E-18,1.67222E-16,0.796143251,0.757219775,RBM23
C16ORF72,0.602208197,2.76629E-18,1.73096E-16,0.667217631,0.588350465,no
ENSVKKG00000003086,0.732227802,2.77692E-18,1.73184E-16,0.671625344,0.611355849,no
ABCF2,0.68232429,2.81878E-18,1.75212E-16,0.558677686,0.471855115,ABCF2
RBM38,1.621294022,3.91365E-18,2.41853E-16,0.293663912,0.149290259,RBM38
FLT1_1,1.035283923,5.06582E-18,3.08752E-16,0.414325069,0.272148801,no
SLC25A37,2.597579718,5.19338E-18,3.15502E-16,0.20661157,0.049437102,SLC25A37
URGCP_1,0.89415884,1.06764E-17,6.3423E-16,0.496969697,0.380812531,no
KNOP1,0.90595144,1.07694E-17,6.37736E-16,0.476033058,0.367107195,KNOP1
HSP90AA1,0.285581857,1.10503E-17,6.52318E-16,0.953719008,0.953989232,HSP90AA1
CEBPZ,0.789364934,1.69458E-17,9.90987E-16,0.514600551,0.418991679,CEBPZ
SECISBP2L,0.755078077,2.13041E-17,1.24199E-15,0.525619835,0.426333823,SECISBP2L
RNF213,1.189821005,2.28053E-17,1.32539E-15,0.403305785,0.28536466,RNF213
CSW,2.136253119,2.61796E-17,1.5075E-15,0.229201102,0.078316202,no
TANK,0.584020495,4.34651E-17,2.47251E-15,0.643526171,0.581008321,TANK
UXS1,1.674774408,4.43204E-17,2.50628E-15,0.269972452,0.128732256,UXS1
DDX39B,0.633224547,5.47218E-17,3.07556E-15,0.584573003,0.503181596,DDX39B
SDCBP,0.575626373,5.49172E-17,3.07733E-15,0.625344353,0.563876652,SDCBP
CCDC134,0.834924817,5.76706E-17,3.222E-15,0.458953168,0.349975526,CCDC134
NBEAL2,1.234548807,6.1376E-17,3.40873E-15,0.338842975,0.203132648,NBEAL2
ATP1A1,0.342493594,6.52119E-17,3.60975E-15,0.941597796,0.923152227,ATP1A1
KIAA0020,0.989875317,6.53801E-17,3.60975E-15,0.416528926,0.302985805,no
ATP10A,0.897239089,7.87714E-17,4.33635E-15,0.439118457,0.314733235,ATP10A
TGIF1,1.334171414,1.04352E-16,5.72777E-15,0.30137741,0.159079785,TGIF1
RBM17,0.56265682,1.14723E-16,6.27868E-15,0.633057851,0.550660793,RBM17
YWHAE_2,0.473360062,1.40591E-16,7.6498E-15,0.700826446,0.658835047,no
SHFM1,0.332467347,2.44993E-16,1.31026E-14,0.812121212,0.795398923,no
TMCC2_2,0.594311953,2.69879E-16,1.43518E-14,0.652341598,0.588839941,no
GADD45G,0.675237894,2.92825E-16,1.54843E-14,0.649035813,0.551150269,GADD45G
SOCS3,3.56925106,3.79104E-16,1.98786E-14,0.173553719,0.02349486,SOCS3
TGOLN2,0.674792111,4.15819E-16,2.16826E-14,0.546556474,0.466960352,TGOLN2
AP1B1,0.552235603,4.24503E-16,2.20742E-14,0.687052342,0.63485071,AP1B1
LAS1L,1.024986625,5.23421E-16,2.70679E-14,0.391735537,0.276064611,LAS1L
SEC61G_1,0.449365824,6.53534E-16,3.36114E-14,0.785123967,0.769946158,no
ENSVKKG00000003084,0.613743365,8.20048E-16,4.19453E-14,0.607713499,0.53010279,no
HIPK1,1.413247108,9.74125E-16,4.9691E-14,0.295316804,0.162995595,HIPK1
GLIPR2,0.544212937,9.88601E-16,5.02927E-14,0.68815427,0.640234949,GLIPR2
SLC20A1,0.552578449,1.15338E-15,5.83592E-14,0.667217631,0.623592756,SLC20A1
TAGLN2,0.327617228,1.18085E-15,5.9429E-14,0.832506887,0.81938326,TAGLN2
STARD4,1.663452744,1.44213E-15,7.21911E-14,0.252892562,0.115026921,STARD4
ZFAND2B,1.314973235,1.56403E-15,7.78779E-14,0.292561983,0.156142927,ZFAND2B
FMNL1_1,2.664076805,2.2791E-15,1.12884E-13,0.183471074,0.037200196,no
ATP1B3,0.772289097,2.28788E-15,1.13021E-13,0.507988981,0.423396965,ATP1B3
GSDMA,2.091238737,2.38502E-15,1.17511E-13,0.218732782,0.078316202,GSDMA
NR3C1,1.161080122,2.64401E-15,1.29253E-13,0.334435262,0.211453744,NR3C1
IL1R2,0.897588849,2.75602E-15,1.34379E-13,0.471625344,0.363191385,IL1R2
SEMA7A,1.090844989,3.13863E-15,1.52638E-13,0.348209366,0.218306412,no
GPR84,2.326009989,3.29368E-15,1.59765E-13,0.18953168,0.044052863,GPR84
GAS7,2.589046955,3.48682E-15,1.68264E-13,0.196694215,0.055800294,GAS7
DOCK8,1.022163272,4.55387E-15,2.18632E-13,0.393939394,0.287812041,DOCK8
PIP4K2A,0.986229658,4.7054E-15,2.25331E-13,0.38677686,0.273127753,PIP4K2A
ETF1,0.477452904,5.39246E-15,2.57576E-13,0.693663912,0.649045521,no
PTGES,2.746321917,5.83209E-15,2.77868E-13,0.182369146,0.039158101,PTGES
LMNA_2,0.649484336,6.54718E-15,3.11149E-13,0.596143251,0.516397455,no
RASAL2,0.489762008,8.09108E-15,3.82584E-13,0.69862259,0.638277044,RASAL2
HK2,0.847890615,8.76934E-15,4.12577E-13,0.492561983,0.409202154,HK2
MAP3K8,1.827059031,1.28085E-14,5.98111E-13,0.230853994,0.094958395,MAP3K8
MCF2L,0.809469581,1.29472E-14,6.0309E-13,0.467217631,0.358786099,MCF2L
PIP5K1A_2,0.367157996,1.84997E-14,8.51168E-13,0.796143251,0.751835536,no
ZNF516,1.670396328,2.00631E-14,9.11924E-13,0.241873278,0.107684777,ZNF516
BAZ1A,0.667980433,2.09611E-14,9.5044E-13,0.554820937,0.483602545,BAZ1A
ANO1,0.957774758,2.1593E-14,9.74384E-13,0.339393939,0.203622124,ANO1
PPP2R1A,0.447814971,3.8187E-14,1.71085E-12,0.705785124,0.655408713,PPP2R1A
PAIP1,0.783260405,4.52585E-14,2.00849E-12,0.434710744,0.338717572,PAIP1
PCBP2_2,0.278361291,5.02529E-14,2.21964E-12,0.882093664,0.862946647,no
GPT2,1.622376204,6.00811E-14,2.63515E-12,0.272727273,0.151248164,GPT2
SLC37A3,0.587798059,8.98697E-14,3.88718E-12,0.612672176,0.545276554,SLC37A3
METTL7A,0.828256845,9.37599E-14,4.0276E-12,0.42369146,0.331375428,no
IRAK2,1.136332631,9.64095E-14,4.13196E-12,0.330578512,0.215859031,IRAK2
RPL36A,0.247212857,1.28501E-13,5.48234E-12,0.859504132,0.868820362,no
PTPN2,0.51664865,1.49394E-13,6.34484E-12,0.600550964,0.539402839,PTPN2
WDR43,0.800009966,1.5489E-13,6.56343E-12,0.435812672,0.342143906,WDR43
USP24,0.678508639,1.57593E-13,6.6629E-12,0.517355372,0.434165443,USP24
PGRMC1,0.479453564,2.18806E-13,9.10735E-12,0.666666667,0.621145374,PGRMC1
TYMP,0.612639546,2.3158E-13,9.61776E-12,0.472727273,0.360744004,TYMP
LARP4B,0.572859645,2.66911E-13,1.09879E-11,0.571900826,0.507097406,no
TIMP1,0.585721374,3.46151E-13,1.40344E-11,0.676033058,0.569260891,TIMP1
ANXA5,0.212253302,3.55671E-13,1.43584E-11,0.875482094,0.877141459,ANXA5
SYNCRIP,0.565900803,4.43612E-13,1.77938E-11,0.604407713,0.552129222,SYNCRIP
ACTN1,0.737852335,6.89236E-13,2.74118E-11,0.443526171,0.347528145,ACTN1
CHORDC1_1,0.551320672,7.29712E-13,2.89602E-11,0.590082645,0.519334312,no
FRG1,0.646854997,7.54757E-13,2.98909E-11,0.49862259,0.426333823,FRG1
OAZ1,0.13209565,8.29528E-13,3.26455E-11,0.95922865,0.966226138,OAZ1
OXCT1,0.857007205,9.23933E-13,3.62089E-11,0.415977961,0.321585903,OXCT1
ABCE1,0.782664061,1.22974E-12,4.78934E-11,0.433608815,0.347528145,ABCE1
UBB,0.205637172,1.26621E-12,4.91103E-11,0.944903581,0.935389134,no
CETN3,0.547604978,1.51175E-12,5.83922E-11,0.619283747,0.575624082,CETN3
CCT5,0.383367747,1.60204E-12,6.17527E-11,0.716253444,0.686245717,CCT5
RRAGD,0.722809911,1.68125E-12,6.45408E-11,0.428099174,0.323054332,RRAGD
RAB11FIP4,0.604317069,1.95316E-12,7.4826E-11,0.549862259,0.487028879,RAB11FIP4
PPP1R9B_2,1.299771428,2.03368E-12,7.77518E-11,0.294214876,0.188937837,no
RHO1,0.440469623,2.22871E-12,8.48628E-11,0.672727273,0.631913852,no
GINM1,0.680113614,2.59243E-12,9.85125E-11,0.435261708,0.338717572,GINM1
C16ORF87,0.506750286,3.43883E-12,1.29887E-10,0.682093664,0.635340186,no
ATP6V0D2,0.75157249,3.74665E-12,1.40664E-10,0.417630854,0.31669114,ATP6V0D2
NOP58,0.706605017,6.40131E-12,2.38897E-10,0.483746556,0.417033774,NOP58
PNP,0.816325545,6.44564E-12,2.40075E-10,0.361432507,0.251101322,no
NFE2L1,0.788714588,7.30597E-12,2.71043E-10,0.404958678,0.302985805,NFE2L1
SERF1A,0.2293365,7.53729E-12,2.79073E-10,0.838016529,0.836514929,no
FMNL1_2,0.679609597,7.86513E-12,2.90067E-10,0.482644628,0.40186001,no
IL18,1.169965863,7.96513E-12,2.92606E-10,0.268870523,0.149290259,IL18
XYLT1,1.232224107,8.66934E-12,3.16616E-10,0.266115702,0.149290259,XYLT1
STARD3,0.591122985,1.08195E-11,3.92851E-10,0.517355372,0.449828683,STARD3
SAR1A,0.444275528,1.23499E-11,4.46691E-10,0.635812672,0.563876652,SAR1A
