lps_names,lps_logfoldchanges_x,lps_pvals_x,lps_pvals_adj_x,lps_pts_x,UNST_pts_x,1to1_bat_dragon_x,lps_logfoldchanges_y,lps_pvals_y,lps_pvals_adj_y,lps_pts_y,UNST_pts_y,1to1_bat_dragon_y
DOCK11,0.463703871,0.002171958,0.022086672,0.466666667,0.451786588,DOCK11,-0.296838373,7.60617e-21,5.11135e-19,0.366046002,0.417091422,DOCK11
PLS3,0.463515788,3.37009e-19,2.22758e-17,0.776859504,0.744493392,PLS3,-0.892741144,0.965402139,1.0,0.001040526,0.001301377,PLS3
MAK16,0.462594271,0.000497105,0.00590611,0.32892562,0.283406755,MAK16,0.029126443,0.517049975,1.0,0.161117196,0.156815964,MAK16
IL6ST,0.458676815,1.20227e-06,2.28894e-05,0.452892562,0.401370534,IL6ST,-0.305876076,0.007332613,0.088115576,0.090635268,0.106116473,IL6ST
TSNAX,0.457599431,0.000619893,0.007205343,0.391184573,0.362701909,TSNAX,-0.00604782,0.931411315,1.0,0.062322015,0.062845678,TSNAX
OCSTAMP,0.455733895,0.004263358,0.039975899,0.254545455,0.208516887,OCSTAMP,,,,,,
PTPN1,0.454786658,1.91092e-06,3.53068e-05,0.467768595,0.431718062,PTPN1,0.242046043,2.99632e-23,2.35428e-21,0.596276013,0.56246611,PTPN1
PREX1,0.453779489,0.000110418,0.001487986,0.447933884,0.417033774,PREX1,0.070451207,0.141227041,0.968154019,0.203669222,0.194176337,PREX1
HNRNPDL,0.453734428,1.56784e-10,5.13639e-09,0.660055096,0.625061185,HNRNPDL,-0.067719273,0.01448206,0.15905974,0.47803943,0.478635723,HNRNPDL
ATP6V1E1,0.451395243,2.52663e-26,2.5499999999999998e-24,0.865013774,0.834067548,ATP6V1E1,-0.000762786,0.785604799,1.0,0.343592552,0.337056718,ATP6V1E1
OTUD6B,0.450175554,4.21838e-07,8.62609e-06,0.490909091,0.442486539,OTUD6B,-0.035550304,0.939167742,1.0,0.108324206,0.108393884,OTUD6B
SLC43A3,0.450081438,5.22207e-05,0.000750602,0.437465565,0.391091532,SLC43A3,-0.039009497,0.662110217,1.0,0.068838992,0.071575751,SLC43A3
WASF2,0.449452579,2.84181e-10,9.1035e-09,0.605509642,0.57464513,WASF2,-0.034098186,0.508650838,1.0,0.352683461,0.350124715,WASF2
DNTTIP2,0.448815465,0.000630644,0.007325767,0.36584022,0.326480666,DNTTIP2,-0.068556316,0.183366209,1.0,0.258817087,0.264776055,DNTTIP2
HSPH1,0.448220402,4.79127e-06,8.34339e-05,0.522865014,0.501223691,HSPH1,-0.003764262,0.955884034,1.0,0.379901424,0.378755016,HSPH1
PPP2R1A,0.447814971,3.8187e-14,1.71085e-12,0.705785124,0.655408713,PPP2R1A,-0.011046724,0.825131874,1.0,0.150438116,0.148302787,PPP2R1A
MPO,0.447305143,8.35248e-05,0.001152041,0.451790634,0.405286344,MPO,0.0,1.0,1.0,0.0,0.0,MPO
STK40,0.446036756,0.000147346,0.001949239,0.397796143,0.354380813,STK40,0.015032047,0.228023623,1.0,0.103669222,0.095217438,STK40
TGM1,0.445284188,0.00325523,0.031550282,0.398898072,0.377875673,TGM1,0.085513905,0.982786213,1.0,0.002190581,0.002060514,TGM1
SAR1A,0.444275528,1.23499e-11,4.46691e-10,0.635812672,0.563876652,SAR1A,0.047137186,0.231820046,1.0,0.206352683,0.198568485,SAR1A
SNRPF,0.44399482,1.65148e-05,0.000262725,0.429201102,0.383749388,SNRPF,-0.032913931,0.844401489,1.0,0.253833516,0.25187073,SNRPF
UGDH,0.443385392,0.005333954,0.048000474,0.248484848,0.205580029,UGDH,0.256435484,0.052595496,0.461222043,0.083351588,0.071846871,UGDH
ESF1,0.443033814,2.87872e-05,0.000437211,0.471625344,0.432697014,ESF1,-0.031542622,0.733910763,1.0,0.220427163,0.221396812,ESF1
PSMC2,0.442872047,0.000381095,0.004654468,0.414325069,0.383259912,PSMC2,-0.081995003,0.234449722,1.0,0.192059146,0.198026244,PSMC2
MED13,0.44259581,3.03465e-05,0.000457929,0.460055096,0.418991679,MED13,0.256979346,3.37696e-09,1.11702e-07,0.253121577,0.217004663,MED13
MAN2B1,0.439423919,8.47151e-08,1.95605e-06,0.60661157,0.56681351,MAN2B1,-0.01780914,0.95899604,1.0,0.293263965,0.290966273,MAN2B1
RSRC2,0.437193424,4.49923e-08,1.087e-06,0.584573003,0.548213412,RSRC2,0.027366918,0.373462664,1.0,0.331599124,0.324693634,RSRC2
SCYL3,0.436681062,0.004361045,0.040769687,0.330578512,0.301517376,SCYL3,0.013494367,0.848795421,1.0,0.050219058,0.049018545,SCYL3
RIOK3,0.435743272,2.17566e-08,5.48207e-07,0.56584022,0.526676456,RIOK3,-0.10070847,0.029571007,0.28830771,0.275027382,0.284893179,RIOK3
CCNYL1,0.431089222,0.000868587,0.009822357,0.331129477,0.286343612,CCNYL1,0.16980207,0.583335779,1.0,0.018455641,0.015128511,CCNYL1
RBM23,0.429359466,2.6635e-18,1.67222e-16,0.796143251,0.757219775,RBM23,-0.054210488,0.820285973,1.0,0.063417306,0.064635072,RBM23
EIF4E,0.428424537,0.000795954,0.009061041,0.313498623,0.264806657,EIF4E,0.049097911,0.216922892,1.0,0.170153341,0.161641904,EIF4E
WDR44,0.42772162,0.004721803,0.043386046,0.239118457,0.191385218,WDR44,-0.110776879,0.454830213,1.0,0.078258488,0.08252901,WDR44
EIF4A2,0.427311957,2.7478e-08,6.77815e-07,0.612672176,0.583455702,EIF4A2,-0.107850745,0.001536257,0.022409422,0.390909091,0.402505151,EIF4A2
SLC12A4,0.425748557,6.78574e-06,0.000114346,0.479338843,0.435144395,SLC12A4,-0.073790357,0.936411918,1.0,0.019167579,0.019629107,SLC12A4
UAP1,0.424497932,0.004653117,0.042880864,0.295316804,0.255506608,UAP1,0.173299924,0.044797212,0.405509255,0.117524644,0.105520009,UAP1
CD80,0.423395097,0.00344441,0.033192233,0.273278237,0.226138032,CD80,0.141477183,0.065188758,0.545369811,0.090690033,0.079112894,CD80
RAB11FIP1,0.422752142,2.02871e-07,4.37232e-06,0.643526171,0.603524229,RAB11FIP1,-0.005955778,0.751415463,1.0,0.080120482,0.082203666,RAB11FIP1
PTPN6,0.42213425,1.01233e-07,2.28132e-06,0.556473829,0.520802741,PTPN6,-0.147052094,0.007598418,0.090832573,0.210624315,0.225029823,PTPN6
SEC23B,0.421757907,0.00023634,0.003013976,0.439669421,0.410181106,SEC23B,0.425866753,1.25642e-06,3.14548e-05,0.113855422,0.084318404,SEC23B
SCNN1G,0.421355098,6.77277e-08,1.59122e-06,0.606060606,0.567792462,SCNN1G,2.437515259,0.87695753,1.0,0.001150055,0.000216896,SCNN1G
TGFB1,0.420318872,0.000271392,0.003416878,0.425344353,0.392070485,TGFB1,0.360004604,2.09333e-39,2.65947e-37,0.511117196,0.439052164,TGFB1
CCT8,0.418333679,6.85962e-06,0.000115488,0.503030303,0.477239354,CCT8,-0.053889494,0.36901482,1.0,0.262705367,0.266131656,CCT8
POLR2J,0.418016225,2.22193e-05,0.000344142,0.454545455,0.416054821,POLR2J,-0.187572479,8.63802e-06,0.000189992,0.274808324,0.298503416,POLR2J
SLC4A7,0.417668492,0.003491499,0.033577055,0.370247934,0.34165443,SLC4A7,0.084458396,0.005133067,0.064666002,0.343592552,0.323500705,SLC4A7
TTF1,0.412938863,0.001151393,0.012617596,0.407713499,0.376407244,TTF1,-0.200982302,1.47397e-05,0.000316032,0.261336254,0.283700249,TTF1
ODC1,0.412522107,0.000659174,0.007633574,0.360330579,0.316201664,ODC1,-0.149509802,0.304472861,1.0,0.093483023,0.099013122,ODC1
TMEM19,0.40603295,6.94806e-05,0.000974805,0.390633609,0.344101811,TMEM19,-0.082373373,0.621164964,1.0,0.041840088,0.044843292,TMEM19
PTGES3,0.405185789,1.72826e-06,3.20581e-05,0.470523416,0.419970631,PTGES3,-0.018881243,0.281295602,1.0,0.561555312,0.552814228,PTGES3
RIOK2,0.404994458,0.004094121,0.038601121,0.364738292,0.336270191,RIOK2,-0.072532475,0.363977008,1.0,0.133899233,0.139030474,RIOK2
PRRC2C,0.404762059,3.92784e-08,9.57577e-07,0.682093664,0.651003426,PRRC2C,0.096345253,6.11369e-05,0.001197233,0.618893757,0.594024509,PRRC2C
SRSF11,0.404399842,0.000290675,0.003637707,0.508539945,0.48947626,SRSF11,0.053581033,0.034203463,0.325174841,0.400930997,0.384556989,SRSF11
GALNT2,0.404107839,3.81537e-08,9.31366e-07,0.54214876,0.480665688,GALNT2,-0.326507658,0.281035422,1.0,0.035323111,0.041698297,GALNT2
ATP6V0D1,0.403651357,1.57671e-07,3.43363e-06,0.574104683,0.532550171,ATP6V0D1,-0.142970815,0.101817863,0.767788637,0.212650602,0.216353975,ATP6V0D1
ABCC5,0.402684391,1.00201e-05,0.000164277,0.583471074,0.542339697,ABCC5,-0.459906667,0.014641232,0.160531773,0.030613363,0.045493981,ABCC5
CYBB,0.402115643,1.29169e-10,4.26144e-09,0.909641873,0.854136074,CYBB,,,,,,
SLA,0.399720103,4.61722e-08,1.11264e-06,0.59338843,0.544297602,SLA,0.07379476,0.433672121,1.0,0.10898138,0.104381304,SLA
TBC1D1,0.398358375,2.4962e-05,0.000383458,0.495867769,0.449828683,TBC1D1,0.156156108,0.008025665,0.095233918,0.165060241,0.148682355,TBC1D1
GLYR1,0.398057342,0.004430044,0.041209508,0.339393939,0.311306902,GLYR1,-0.075723253,0.331627363,1.0,0.155640745,0.160936992,GLYR1
SNRPA1,0.397812426,0.000135829,0.001813505,0.421487603,0.381791483,SNRPA1,-0.149185464,0.029154282,0.285024404,0.187294633,0.198622709,SNRPA1
SETD2,0.396438986,2.29561e-05,0.000354384,0.537190083,0.505628977,SETD2,0.029972196,0.226090055,1.0,0.271193866,0.261847956,SETD2
SCNN1B,0.394522458,1.55781e-06,2.90977e-05,0.594490358,0.563876652,SCNN1B,14.7831955,0.992750675,1.0,5.47645e-05,0.0,SCNN1B
YTHDF2,0.392183125,0.001334601,0.01442322,0.38677686,0.360744004,YTHDF2,0.046025619,0.16774581,1.0,0.201861993,0.192061599,YTHDF2
STAU1,0.392097294,6.31293e-11,2.16252e-09,0.771900826,0.716593245,STAU1,-0.139942467,0.147235974,0.997034694,0.119769989,0.128022991,STAU1
ATP11B,0.392056793,0.000140072,0.001860892,0.452892562,0.415565345,ATP11B,0.349045813,8.89532e-08,2.55801e-06,0.166976999,0.134909446,ATP11B
UBE2B,0.392012298,0.002528242,0.025244763,0.354269972,0.319138522,UBE2B,0.029223567,0.353484415,1.0,0.659693319,0.645428912,UBE2B
CAPZA1,0.390508771,1.35705e-08,3.48489e-07,0.651790634,0.621145374,CAPZA1,0.199275091,4.27995e-11,1.62881e-09,0.413088719,0.373495283,CAPZA1
PDAP1,0.385143876,1.06649e-07,2.39477e-06,0.588980716,0.552129222,PDAP1,-0.031582236,0.642855781,1.0,0.287185104,0.287333261,PDAP1
MMGT1,0.384930611,0.000592759,0.006937207,0.445179063,0.418502203,MMGT1,-0.016017331,0.784767363,1.0,0.042880613,0.044572172,MMGT1
RNF185,0.384860367,0.00438234,0.040885608,0.366391185,0.337249143,RNF185,0.048675429,0.674767617,1.0,0.065060241,0.06246611,RNF185
USP53,0.384706825,7.68861e-07,1.51608e-05,0.709641873,0.657366618,USP53,-0.026066558,0.931528416,1.0,0.023165389,0.02261143,USP53
PUM1,0.384011865,0.002134915,0.02179874,0.39338843,0.362701909,PUM1,-0.122572407,0.029208246,0.285224387,0.235377875,0.245255395,PUM1
DMXL1,0.383852541,0.001964756,0.020231705,0.43030303,0.406265296,DMXL1,-0.035987299,0.653000594,1.0,0.178477547,0.180511875,DMXL1
CCT5,0.383367747,1.60204e-12,6.17527e-11,0.716253444,0.686245717,CCT5,-0.052145883,0.422032758,1.0,0.225027382,0.228662835,CCT5
YTHDC1,0.382973522,6.15887e-05,0.000873879,0.498071625,0.466470876,YTHDC1,0.237962216,4.56029e-14,2.13281e-12,0.39550931,0.349528251,YTHDC1
EIF4H,0.381671458,9.45692e-10,2.79567e-08,0.686501377,0.64268233,EIF4H,-0.035541855,0.976729825,1.0,0.204326396,0.202689513,EIF4H
WTAP,0.38138184,0.002140409,0.021824961,0.361432507,0.323543808,WTAP,,,,,,
PPP2CA,0.379530311,9.15086e-10,2.71374e-08,0.655647383,0.608908468,PPP2CA,0.052399576,0.097041036,0.738756,0.200164294,0.188374363,PPP2CA
LMNB2,0.379407972,0.000983841,0.010986711,0.483195592,0.457660303,LMNB2,0.048859254,0.802033744,1.0,0.017907996,0.016375664,LMNB2
FBRS,0.378621608,0.001620879,0.017093896,0.371349862,0.331375428,FBRS,0.116261318,0.24160951,1.0,0.092825849,0.085674005,FBRS
CPEB4,0.378117889,6.99857e-05,0.000979695,0.476033058,0.439060206,CPEB4,0.122479312,0.008782014,0.103059512,0.223658269,0.207623902,CPEB4
DNAJB12,0.375620216,0.005022944,0.045617179,0.298071625,0.259422418,DNAJB12,-0.034153193,0.839136629,1.0,0.083570646,0.084752196,DNAJB12
PDCL3,0.375339717,0.001641495,0.017282189,0.383471074,0.350465002,PDCL3,-0.062113494,0.411101624,1.0,0.110898138,0.115822579,PDCL3
TXNL1,0.374721736,9.13209e-06,0.000150772,0.525068871,0.499755262,TXNL1,0.061558533,0.047240439,0.423422901,0.318510405,0.304251166,TXNL1
TNFAIP8,0.370852888,0.000574714,0.006734418,0.409917355,0.376407244,TNFAIP8,-0.400682896,7.87447e-22,5.69638e-20,0.252409639,0.30457651,TNFAIP8
ITFG1,0.369678468,0.000110274,0.001487112,0.411019284,0.366128243,ITFG1,-0.247796968,0.051515627,0.454562215,0.083242059,0.094620974,ITFG1
S100A4,0.368327677,5.68926e-10,1.73939e-08,0.911294766,0.921194322,S100A4,-0.23426649,2.32961e-16,1.22657e-14,0.677327492,0.698893829,S100A4
PSMD11,0.368087888,0.000141258,0.001875314,0.441873278,0.409202154,PSMD11,0.081778184,0.059042398,0.505287408,0.201314348,0.189025052,PSMD11
METAP2,0.36598441,3.85454e-06,6.80051e-05,0.533333333,0.499265786,METAP2,-0.117707945,0.01588477,0.171515212,0.273986857,0.284784731,METAP2
PSMC5,0.365754634,1.56302e-07,3.40779e-06,0.60661157,0.58247675,PSMC5,-0.093336783,0.010695499,0.122256157,0.374808324,0.381900011,PSMC5
G3BP1,0.36503607,4.94491e-05,0.000715697,0.517906336,0.494860499,G3BP1,-0.145694315,0.000217081,0.003846893,0.284884995,0.305118751,G3BP1
CRNKL1,0.364655226,0.004978887,0.045304734,0.315151515,0.278511992,CRNKL1,0.002440286,0.667063231,1.0,0.222782037,0.218739833,CRNKL1
HIGD1A,0.36464861,1.6684299999999999e-21,1.27836e-19,0.855647383,0.846304454,HIGD1A,0.666677535,2.19559e-89,5.44337e-87,0.426779847,0.319976141,HIGD1A
ZFC3H1,0.360108674,0.001374935,0.014782519,0.544352617,0.527165932,ZFC3H1,-0.141548127,0.001066441,0.016209898,0.308488499,0.323012688,ZFC3H1
PLXNA1,0.357384086,2.89187e-06,5.20481e-05,0.546556474,0.504650024,PLXNA1,0.058068488,0.966607447,1.0,0.014512596,0.014260926,PLXNA1
PSMD12,0.357105732,2.10721e-10,6.84368e-09,0.695867769,0.671071953,PSMD12,0.081294909,0.012418404,0.139453111,0.296714129,0.28022991,PSMD12
UBA2,0.354858279,1.67888e-06,3.11731e-05,0.579614325,0.534997553,UBA2,-0.007145276,0.830335564,1.0,0.223658269,0.220800347,UBA2
TFG,0.352583915,3.84823e-05,0.000571963,0.530578512,0.498776309,TFG,-0.101806179,0.181424101,1.0,0.139594743,0.147109858,TFG
KPNA4,0.352456719,2.1841e-05,0.000338843,0.555922865,0.531571219,KPNA4,0.115062207,0.00658229,0.080193401,0.220920044,0.203123305,KPNA4
BAZ1B,0.350876242,3.86493e-05,0.000573991,0.58292011,0.546255507,BAZ1B,-0.132546633,0.001387257,0.020453227,0.305695509,0.320464158,BAZ1B
SMARCA5,0.347067118,0.000233222,0.002978257,0.522865014,0.491923642,SMARCA5,0.343246847,4.44743e-40,5.70702e-38,0.557557503,0.486715107,SMARCA5
COPZ1,0.346813649,2.93901e-11,1.0274e-09,0.724517906,0.716103769,COPZ1,-0.053831138,0.623534765,1.0,0.159200438,0.161425008,COPZ1
NAA15,0.346545458,0.000884254,0.009981489,0.466115702,0.438570729,NAA15,-0.041622583,0.676683686,1.0,0.112760131,0.115280338,NAA15
ALOX5,0.346100271,8.80546e-07,1.71647e-05,0.652892562,0.603524229,ALOX5,-1.810637116,0.928468225,1.0,0.000109529,0.000650689,ALOX5
RBM4B,0.344678372,8.85242e-05,0.001216527,0.489807163,0.462555066,RBM4B,,,,,,
TMEM167A,0.343985915,0.00068701,0.007936344,0.428650138,0.398923152,TMEM167A,-0.140128717,0.036574143,0.342674681,0.18033954,0.191736254,TMEM167A
ATP1A1,0.342493594,6.52119e-17,3.60975e-15,0.941597796,0.923152227,ATP1A1,0.063962586,0.066898452,0.555773011,0.256133625,0.243682898,ATP1A1
AIF1,0.342181414,5.4763e-05,0.000785341,0.527272727,0.471855115,AIF1,-0.23845461,0.10046263,0.759887624,0.117305586,0.125040668,AIF1
DUSP7,0.338761955,8.25357e-06,0.000137477,0.669972452,0.642192854,DUSP7,-0.466774195,0.017672241,0.187386125,0.035268346,0.049615009,DUSP7
ZNF207,0.337874562,0.00161102,0.016999473,0.424242424,0.402349486,ZNF207,-0.069430068,0.304086026,1.0,0.306900329,0.306365904,ZNF207
PIP4K2C,0.337866247,0.000999827,0.011132124,0.422589532,0.388154674,PIP4K2C,-0.051952843,0.828370289,1.0,0.055147864,0.056338792,PIP4K2C
PSMD2,0.336982548,2.33011e-06,4.2674e-05,0.58292011,0.558981889,PSMD2,-0.097974814,0.328777218,1.0,0.165936473,0.170317753,PSMD2
MAP7D3,0.336694926,1.40812e-05,0.0002267,0.592837466,0.575134606,MAP7D3,-0.237898409,0.310913864,1.0,0.043647317,0.049615009,MAP7D3
FAM120A,0.335996985,0.002438598,0.024453715,0.45785124,0.437591777,FAM120A,-0.278724045,7.81974e-07,2.01498e-05,0.177984666,0.206702093,FAM120A
EIF4G2,0.335688204,6.311040000000001e-24,5.64147e-22,0.906887052,0.89133627,EIF4G2,0.000713505,0.994607589,1.0,0.512102957,0.503361891,EIF4G2
WSB1,0.335304439,4.96355e-08,1.19151e-06,0.844628099,0.817425355,WSB1,0.200922519,0.056283233,0.487046104,0.072179628,0.060405596,WSB1
CLK1,0.332268417,2.60239e-05,0.000397818,0.629201102,0.621634851,CLK1,-0.138379633,2.05937e-05,0.000435692,0.422234392,0.436503633,CLK1
PRRC2A,0.331122398,0.003528509,0.033846278,0.4,0.372491434,PRRC2A,-0.044642769,0.94959147,1.0,0.157502738,0.15556881,PRRC2A
NIFK,0.329359919,0.000118439,0.001592644,0.485950413,0.464023495,NIFK,-0.118081167,0.004294119,0.055381117,0.324917853,0.33667715,NIFK
TAGLN2,0.327617228,1.18085e-15,5.9429e-14,0.832506887,0.81938326,TAGLN2,-0.163587049,0.476018758,1.0,0.049123768,0.053302245,TAGLN2
EIF3D,0.327554733,1.0239e-05,0.000167574,0.572451791,0.547234459,EIF3D,-0.098860629,0.091598807,0.70880822,0.225082147,0.233109207,EIF3D
UBAP1,0.327146918,1.91422e-05,0.000300953,0.576859504,0.548702888,UBAP1,-0.029914657,0.972622896,1.0,0.062431544,0.062086542,UBAP1
NFKB1,0.324701458,8.98849e-05,0.00123252,0.539944904,0.51835536,NFKB1,0.565945268,1.78969e-35,2.10606e-33,0.300054765,0.233705672,NFKB1
PRDX6,0.32393077,2.42603e-11,8.54435e-10,0.805509642,0.793441018,PRDX6,0.039031014,0.906428991,1.0,0.220700986,0.222698189,PRDX6
PAK2,0.323369086,5.07683e-05,0.000731406,0.57630854,0.561429271,PAK2,-0.0422449,0.283580428,1.0,0.398028478,0.397896107,PAK2
DPF2,0.321999162,0.004861497,0.044430391,0.375206612,0.339207048,DPF2,-0.127184108,0.207354742,1.0,0.096549836,0.103947511,DPF2
PTBP1,0.319525152,1.1462e-06,2.19108e-05,0.667217631,0.629955947,PTBP1,0.049879119,0.186716176,1.0,0.20449069,0.195315042,PTBP1
DDX3X,0.316481411,4.59799e-09,1.24828e-07,0.772451791,0.734703867,DDX3X,0.418126762,2.8495099999999997e-39,3.60223e-37,0.421467689,0.350016267,DDX3X
SKP1,0.316025794,0.000995411,0.011102709,0.466666667,0.445423397,SKP1,-0.015129209,0.581721285,1.0,0.489759036,0.48194339,SKP1
CDV3,0.314678133,6.46452e-08,1.5207e-06,0.695867769,0.667645619,CDV3,-0.041829124,0.266829622,1.0,0.402190581,0.403481184,CDV3
SEC24C,0.314108014,1.87423e-06,3.4663e-05,0.638567493,0.60988742,SEC24C,0.141382724,0.165837253,1.0,0.073329682,0.064797744,SEC24C
FUS,0.313510954,1.33269e-08,3.43172e-07,0.758126722,0.741067058,FUS,0.054361779,0.034671693,0.329013883,0.321248631,0.304630734,FUS
CCT2,0.312586278,3.84931e-07,7.91449e-06,0.644077135,0.621634851,CCT2,-0.002951409,0.775546918,1.0,0.382968237,0.376260709,CCT2
THOC2,0.312190205,3.43063e-05,0.000516024,0.650688705,0.63876652,THOC2,0.139442608,1.56917e-05,0.000335598,0.329353779,0.300997723,THOC2
BRD7,0.30764398,0.000518714,0.006139529,0.537190083,0.521781694,BRD7,-0.036517859,0.567908337,1.0,0.275629792,0.277084915,BRD7
TRADD,0.307628274,0.001253506,0.013593766,0.510743802,0.495839452,TRADD,0.120897621,0.170953471,1.0,0.096440307,0.088005639,TRADD
PSMD13,0.307273775,0.000165726,0.002172487,0.532231405,0.51443955,PSMD13,-0.10109935,0.051738755,0.456215764,0.281106243,0.288092398,PSMD13
CHMP5,0.306568265,1.29591e-07,2.86874e-06,0.678236915,0.668135095,CHMP5,0.530908644,8.256019999999999e-31,8.570160000000001e-29,0.281763417,0.217980696,CHMP5
ACP1,0.30526337,1.86933e-05,0.000294635,0.55922865,0.544297602,ACP1,-0.023336126,0.658094821,1.0,0.182146769,0.184578679,ACP1
CD36,0.304081887,1.49056e-07,3.2726e-06,0.804958678,0.773372491,CD36,-0.316294193,0.303015354,1.0,0.04041621,0.046470014,CD36
TBCA,0.303458005,9.71854e-07,1.87692e-05,0.642975207,0.627998042,TBCA,-0.127889052,0.000957987,0.01476352,0.309967141,0.327296389,TBCA
FN1,0.301952899,0.001583818,0.01674067,0.461707989,0.424865394,FN1,-0.389205992,0.862802214,1.0,0.013198248,0.014206702,FN1
UBE2Q1,0.299720377,3.6089e-08,8.84417e-07,0.705785124,0.680861478,UBE2Q1,0.021721356,0.598368145,1.0,0.157831325,0.154158985,UBE2Q1
DRAM1,0.297447801,1.51026e-07,3.31199e-06,0.74214876,0.715614293,DRAM1,1.405443549,1.94779e-26,1.7391100000000002e-24,0.132311062,0.072334888,DRAM1
HUWE1,0.296145797,0.000564733,0.006634027,0.544903581,0.523739599,HUWE1,0.063229337,0.0439793,0.399379586,0.255366922,0.240917471,HUWE1
AP2M1,0.296123713,4.33455e-07,8.84438e-06,0.706336088,0.681350954,AP2M1,-0.290461689,3.04473e-09,1.01106e-07,0.230613363,0.261305715,AP2M1
LFNG,0.294745743,7.22559e-05,0.001008466,0.673278237,0.648066569,LFNG,-0.252680659,0.025091433,0.251071639,0.074698795,0.088222536,LFNG
SNRPD1,0.290992707,0.001135777,0.012475608,0.482093664,0.460107685,SNRPD1,0.084921591,0.004521952,0.057910013,0.326396495,0.304468062,SNRPD1
HSP90AA1,0.285581857,1.10503e-17,6.52318e-16,0.953719008,0.953989232,HSP90AA1,-0.056790706,0.000704329,0.011206077,0.68263965,0.677963345,HSP90AA1
BTF3L4,0.284956545,0.003450826,0.033237,0.384573003,0.348017621,BTF3L4,0.00394121,0.853981654,1.0,0.117579409,0.116419043,BTF3L4
IFRD1,0.28169927,2.64587e-06,4.79423e-05,0.727823691,0.690161527,IFRD1,0.275512129,0.160645248,1.0,0.058817087,0.050482594,IFRD1
ATP6V1B2,0.281335622,4.38416e-08,1.06056e-06,0.749862259,0.737151248,ATP6V1B2,-0.010847321,0.958700827,1.0,0.171193866,0.170317753,ATP6V1B2
USP8,0.268898696,0.000336518,0.004158967,0.639669421,0.612334802,USP8,0.041913588,0.384322652,1.0,0.184611172,0.179047826,USP8
MDH1,0.267451078,0.004224803,0.039670303,0.491460055,0.478218306,MDH1,-0.08422368,0.168320654,1.0,0.265662651,0.269981564,MDH1
BRD2,0.266900867,0.002882423,0.028388687,0.653443526,0.645619187,BRD2,0.113746062,9.76244e-05,0.00184662,0.381051479,0.353703503,BRD2
CTNNB1,0.266460299,0.001449322,0.015511993,0.549311295,0.540871268,CTNNB1,-0.096071437,0.275215102,1.0,0.182092004,0.186910313,CTNNB1
AP1G1,0.266430527,0.000965747,0.010811489,0.476584022,0.447381302,AP1G1,-0.080920286,0.598484489,1.0,0.121139102,0.123576619,AP1G1
VCP,0.26560232,3.89617e-06,6.86751e-05,0.754269972,0.719530103,VCP,,,,,,
EIF2S2,0.257936448,8.33552e-09,2.22898e-07,0.804958678,0.784630445,EIF2S2,0.021644307,0.389193218,1.0,0.457174151,0.448649821,EIF2S2
HSPA5,0.255871892,6.25392e-06,0.000106726,0.842424242,0.838472834,HSPA5,-0.182578072,3.8891e-05,0.000786761,0.301040526,0.316505802,HSPA5
NOP16,0.255577564,0.001383316,0.014847117,0.504683196,0.493881547,NOP16,-0.068123654,0.558770093,1.0,0.073986857,0.077431949,NOP16
CACYBP,0.254463673,1.35544e-08,3.48489e-07,0.781818182,0.762604014,CACYBP,,,,,,
CFL1,0.25334233,1.32403e-08,3.41879e-07,0.833057851,0.807146353,CFL1,-0.070952855,7.91545e-10,2.78032e-08,0.770810515,0.765480967,CFL1
SHISA5,0.253015637,1.39187e-05,0.000224469,0.7184573,0.719530103,SHISA5,0.570332646,2.842e-163,1.0518e-160,0.783351588,0.665546036,SHISA5
ESCO1,0.252824664,0.001852325,0.019242854,0.626997245,0.604013705,ESCO1,0.119304113,0.001274372,0.019019505,0.28263965,0.261956404,ESCO1
EIF1AX,0.241903648,8.82268e-05,0.001213329,0.628099174,0.617719041,EIF1AX,-0.042348761,0.549670678,1.0,0.212157722,0.213968116,EIF1AX
HNRNPA2B1,0.23863548,1.84108e-09,5.27646e-08,0.858953168,0.850709741,HNRNPA2B1,0.062699296,0.018213623,0.191954928,0.804545455,0.784350938,HNRNPA2B1
SF3B4,0.237795696,0.003764937,0.035930555,0.541046832,0.536465981,SF3B4,-0.153969079,0.060453117,0.51578042,0.121029573,0.131927123,SF3B4
DNAJA1,0.233398557,0.000403481,0.004899184,0.631955923,0.619187469,DNAJA1,0.525633335,1.87718e-95,4.84197e-93,0.590306681,0.494306474,DNAJA1
CD47,0.231920868,0.001648094,0.017332224,0.564738292,0.54968184,CD47,0.308724523,6.09226e-33,6.73471e-31,0.556571742,0.511929292,CD47
UBE2I,0.22999987,0.001910115,0.019755749,0.54214876,0.539402839,UBE2I,-0.040106036,0.570177925,1.0,0.264348302,0.264992951,UBE2I
EIF3E,0.227157041,1.12173e-05,0.000182471,0.717906336,0.708761625,EIF3E,-0.131025642,3.08008e-07,8.33189e-06,0.526889376,0.544192604,EIF3E
TMBIM6,0.22529757,1.30777e-11,4.72106e-10,0.861157025,0.865883505,TMBIM6,0.320423573,1.06675e-41,1.3827699999999999e-39,0.672289157,0.601670101,TMBIM6
RPL18,0.224232331,2.04181e-09,5.80742e-08,0.867768595,0.855604503,RPL18,-0.15420571,1.75388e-30,1.7986800000000002e-28,0.899671413,0.901962911,RPL18
SMARCE1,0.223916069,0.002197759,0.022336942,0.601101928,0.601566324,SMARCE1,0.044694427,0.140401923,0.963573199,0.395345016,0.383418284,SMARCE1
