,logFC,logCPM,PValue,QValue
ENSGALG00010008392,-4.82450104889569,6.93027087881901,2.61211498427696e-41,5.9207939643611e-39
ENSGALG00010002870,-4.67135618148649,5.34007277002146,9.463067588603721e-35,1.46247408187512e-32
ENSGALG00010006277,-3.2021222467049,4.94808357965275,6.917632078735021e-31,8.47565732169336e-29
ENSGALG00010016941,-3.09550208693852,4.95970015996268,2.6621022573155197e-30,3.1758412894290397e-28
ENSGALG00010017817,-3.15717069943673,5.77082324231811,3.3801134778706396e-30,3.99735159122093e-28
ENSGALG00010020525,-4.15132273820318,7.02436498247498,4.049351929504559e-30,4.70693899497966e-28
ENSGALG00010021140,-3.69363881049324,5.1854458749122,6.222169970003579e-30,7.17131454169904e-28
ENSGALG00010003921,-3.15189253423088,8.04231361792631,1.84739257693019e-29,2.09371158718755e-27
ENSGALG00010015422,-3.95973142165241,4.00174191068373,2.5133570983848997e-27,2.47693163319092e-25
ENSGALG00010006176,-4.57620653501708,3.87594258662155,8.22769241986398e-27,7.93593027731562e-25
ENSGALG00010027996,-3.01652261499803,6.81945420211761,1.21782306836064e-26,1.1582093517276001e-24
ENSGALG00010010461,-2.95028249477895,8.51439433172199,3.5000262785320796e-26,3.28278326814044e-24
ENSGALG00010020056,-3.45271582790789,6.35463918857951,4.76127664842677e-26,4.43516180949343e-24
ENSGALG00010018329,-2.6700542121539,5.8290138788572,7.671795709551661e-25,6.6456319522231e-23
ENSGALG00010016355,-2.96843435846825,4.90663288332247,2.5350786096901102e-24,2.10493525764518e-22
ENSGALG00010021843,-4.16233158051231,4.47775873048963,2.62857179360801e-24,2.1665803874587297e-22
ENSGALG00010028128,-2.71731966383341,6.31809318398894,8.59835409179674e-24,6.91938554132756e-22
ENSGALG00010029417,-3.93747725457659,6.31972900565547,5.35517037006138e-23,4.04612872404638e-21
ENSGALG00010013183,-2.49962589980315,7.05350328409576,3.6559484901090796e-22,2.63073542145416e-20
ENSGALG00010008232,-4.36436767842007,3.97344811780277,9.28066403067535e-22,6.4396444294482e-20
ENSGALG00010015306,-2.42148989591012,5.78549920466202,1.55844302211331e-21,1.0650665879769401e-19
ENSGALG00010023453,-2.91861301661998,4.16631432917175,1.9036959790885602e-21,1.2816963027527e-19
ENSGALG00010001307,-2.30738698214958,5.75622134492322,2.5558034074371503e-21,1.70386893829144e-19
ENSGALG00010002972,-3.50411521177776,3.51587834690532,4.6866992459203e-21,3.03519570211981e-19
ENSGALG00010027076,-3.33047765662705,5.03036794132025,4.75408225083965e-21,3.06424258821892e-19
ENSGALG00010028039,-2.51409004760844,10.3244935360691,5.37390823654184e-21,3.4151940194845404e-19
ENSGALG00010029496,-2.40130136702278,6.56602237554027,1.3839979856768e-20,8.59469068730798e-19
