pic_names,pic_logfoldchanges_x,pic_pvals_x,pic_pvals_adj_x,pic_pts_x,UNST_pts_x,1to1_bat_dragon_x,pic_logfoldchanges_y,pic_pvals_y,pic_pvals_adj_y,pic_pts_y,UNST_pts_y,1to1_bat_dragon_y
PRRC2C,0.716439426,3.09396e-40,4.92202e-38,0.84867664,0.651003426,PRRC2C,-0.033298526,0.194066963,0.782890044,0.579711796,0.594024509,PRRC2C
GPBP1,0.715369403,2.15609e-27,1.77518e-25,0.598388953,0.414096916,GPBP1,0.603389323,1.23923e-73,1.9533899999999997e-71,0.44113459,0.350612732,GPBP1
LONRF2,0.714814782,1.74494e-06,2.96166e-05,0.246260069,0.157611356,LONRF2,-1.853042841,0.993608979,1.0,0.000113915,0.000162672,LONRF2
LRP12,0.713649929,1.29181e-08,2.91114e-07,0.279631761,0.17278512,LRP12,-0.441201955,0.522593974,1.0,0.009056217,0.012959549,LRP12
DMXL1,0.713367522,2.89875e-18,1.45495e-16,0.551783659,0.406265296,DMXL1,-0.164167881,0.000461592,0.004256844,0.157544,0.180511875,DMXL1
ACAA2,0.712407708,6.37578e-15,2.46776e-13,0.413693901,0.27361723,ACAA2,-0.215647146,6.46537e-05,0.000707975,0.127242695,0.1532914,ACAA2
ZCCHC10,0.711368799,6.92418e-07,1.24264e-05,0.242232451,0.148800783,ZCCHC10,0.258590221,0.082173954,0.393178582,0.10508629,0.095488559,ZCCHC10
TLE4,0.706731558,1.8564e-05,0.000276136,0.201956272,0.119921684,TLE4,,,,,,
EIF4E,0.706450462,1.93032e-14,7.18967e-13,0.403912543,0.264806657,EIF4E,-0.078900397,0.047767411,0.249292583,0.148259953,0.161641904,EIF4E
MAPKAPK2,0.706236243,1.36027e-13,4.83617e-12,0.411967779,0.282917279,MAPKAPK2,0.083366975,0.676794098,1.0,0.157828786,0.16359397,MAPKAPK2
SERINC2,0.70337218,5.82877e-13,2.00032e-11,0.346950518,0.206069506,SERINC2,-0.22199209,0.212220032,0.838374184,0.039528393,0.047283375,SERINC2
ATF4,0.702195823,6.389139999999999e-39,9.443849999999999e-37,0.948791715,0.834557024,ATF4,0.036642812,0.156520794,0.663058227,0.564618101,0.567942739,ATF4
ING3,0.69983387,0.000190302,0.002340989,0.187571922,0.117474302,ING3,0.018417692,0.56419132,1.0,0.119496497,0.124118859,ING3
RSRC2,0.699564576,8.6724e-31,8.43514e-29,0.723245109,0.548213412,RSRC2,0.025117723,0.799144497,1.0,0.316739762,0.324693634,RSRC2
TRAF6,0.698444307,0.000632587,0.006997598,0.173187572,0.109642682,TRAF6,-0.155251801,0.284295181,1.0,0.048470695,0.055091639,TRAF6
NGLY1,0.698442936,1.97178e-13,6.95757e-12,0.388377445,0.254038179,NGLY1,0.05706824,0.793498405,1.0,0.082929886,0.085185989,NGLY1
FAM122B,0.696674228,0.004209846,0.038251321,0.143268124,0.088595203,FAM122B,-0.148455754,0.724383647,1.0,0.023238594,0.025376857,FAM122B
JAG1,0.692431033,2.89845e-16,1.2394e-14,0.446490219,0.290748899,JAG1,-0.027617447,0.984373613,1.0,0.032066982,0.031937968,JAG1
MAML1,0.690581501,3.37244e-05,0.000479601,0.202531646,0.12432697,MAML1,-0.071762957,0.277704503,1.0,0.052970325,0.059917579,MAML1
ATP10A,0.688646972,1.96507e-17,9.36249e-16,0.472957422,0.314733235,ATP10A,-0.670893013,0.947483621,1.0,0.000683488,0.001084481,ATP10A
MED19,0.688036382,5.96461e-12,1.84157e-10,0.387226697,0.264806657,MED19,-0.064569667,0.132138643,0.57888015,0.150367375,0.160340527,MED19
CEBPB,0.687929332,1.51492e-09,3.79681e-08,0.327387802,0.21341165,CEBPB,-0.142252102,1.98906e-05,0.000240154,0.204818591,0.233759896,CEBPB
GFPT2,0.685827076,8.44367e-25,5.958820000000001e-23,0.749712313,0.637787567,GFPT2,1.119577765,0.993612217,1.0,0.000113915,0.000162672,GFPT2
FBXL3,0.683912933,3.79443e-09,9.12024e-08,0.309551208,0.198727362,FBXL3,-0.24755463,0.001499998,0.012198706,0.088340833,0.108393884,FBXL3
HIGD1A,0.683886886,1.41323e-54,3.1210799999999997e-52,0.935558113,0.846304454,HIGD1A,0.873434365,1.7220999999999998e-144,4.5336000000000004e-142,0.445121604,0.319976141,HIGD1A
SERPINE2,0.683836579,5.29193e-27,4.245300000000001e-25,0.804948216,0.705824767,SERPINE2,-0.27756986,0.679117967,1.0,0.007176625,0.009706106,SERPINE2
HTD2,0.67860502,0.003227287,0.030136844,0.16283084,0.107684777,HTD2,-0.876104236,0.993251569,1.0,5.69573e-05,0.000108448,HTD2
TAF1D,0.67648536,5.2939e-07,9.61093e-06,0.276179517,0.182085169,TAF1D,-0.111151628,0.002296715,0.01784269,0.218887054,0.23956187,TAF1D
DUSP1,0.675512731,2.65776e-17,1.24108e-15,0.656501726,0.529123837,DUSP1,0.456509084,0.812727504,1.0,0.071538418,0.074395402,DUSP1
DNAJC21,0.675210238,1.1878e-05,0.000182915,0.223820483,0.141458639,DNAJC21,-0.263437361,2.05536e-05,0.000247107,0.12735661,0.154104761,DNAJC21
ESCO1,0.672848821,7.33836e-31,7.212340000000001e-29,0.795742232,0.604013705,ESCO1,-0.003451569,0.5020457,1.0,0.254656262,0.261956404,ESCO1
CORO1C,0.671364248,1.23897e-06,2.14161e-05,0.304948216,0.219285365,CORO1C,-0.929522812,8.10091e-09,1.58033e-07,0.042319303,0.077323501,CORO1C
N4BP1,0.670517683,2.05579e-21,1.19109e-19,0.545454545,0.368086148,N4BP1,0.108290374,0.274941567,1.0,0.166486302,0.161479232,N4BP1
RPF2,0.670472443,2.78083e-08,5.97958e-07,0.303797468,0.200685267,RPF2,0.10774,0.70679417,1.0,0.036281825,0.038824423,RPF2
PHLPP1,0.669809461,3.29451e-12,1.04644e-10,0.392980437,0.265296133,PHLPP1,0.181246936,0.969108348,1.0,0.026883864,0.027220475,PHLPP1
RAC1,0.662940681,1.11418e-19,5.992960000000001e-18,0.548906789,0.391091532,RAC1,-0.360912353,3.49481e-28,2.16086e-26,0.331206926,0.395998265,RAC1
ACER3,0.659346879,8.7575e-07,1.5509e-05,0.211162255,0.115516397,ACER3,-0.474262416,0.072174163,0.352532408,0.024206869,0.035191411,ACER3
TAX1BP1,0.656338453,4.46614e-30,4.1919200000000005e-28,0.765822785,0.599608419,TAX1BP1,-0.049991459,0.051715459,0.266358604,0.602380817,0.622221017,TAX1BP1
MRPL30,0.655734897,2.25805e-14,8.3771e-13,0.451668585,0.315222712,MRPL30,-0.136681303,0.00105658,0.008910443,0.16096144,0.18311463,MRPL30
SECISBP2L,0.654925168,9.52784e-23,5.98183e-21,0.601841197,0.426333823,SECISBP2L,-0.218437478,0.093848074,0.439564274,0.055020789,0.065394209,SECISBP2L
HSPA2,0.654538691,0.000550907,0.006196297,0.272727273,0.208516887,HSPA2,0.122112624,0.761246455,1.0,0.013328017,0.015236959,HSPA2
ZFHX2,0.65375334,4.04219e-19,2.08461e-17,0.539125432,0.376896721,ZFHX2,-0.454824328,0.754123839,1.0,0.003132654,0.005042837,ZFHX2
REL,0.653201878,7.87668e-26,5.890880000000001e-24,0.765247411,0.597650514,REL,0.222571999,4.10552e-11,1.01983e-09,0.47046762,0.454180675,REL
TCF7L2,0.652532697,4.95912e-09,1.1769e-07,0.32278481,0.218306412,TCF7L2,0.287734091,0.75486316,1.0,0.049382013,0.051838195,TCF7L2
RNF111,0.652087986,8.00006e-16,3.3006e-14,0.46260069,0.318159569,RNF111,-0.105656907,0.092583317,0.434891775,0.100131002,0.111050862,RNF111
SLC2A3,0.649398565,1.95812e-25,1.43027e-23,0.664556962,0.481155164,SLC2A3,0.130374566,0.864537212,1.0,0.091302614,0.091259083,SLC2A3
RASAL2,0.649091125,1.03739e-29,9.546e-28,0.815304948,0.638277044,RASAL2,0.17830953,0.023627047,0.137153959,0.198154582,0.187777898,RASAL2
AGO2,0.648402393,7.61927e-16,3.15042e-14,0.426352129,0.271169848,AGO2,0.397251606,2.47644e-11,6.30493e-10,0.217178333,0.179264722,AGO2
ZRANB1,0.647432625,2.0468e-12,6.62456e-11,0.393555811,0.261869799,ZRANB1,-0.333581835,4.60428e-05,0.000517951,0.09825141,0.123576619,ZRANB1
MRPL38,0.647403002,3.46697e-14,1.26865e-12,0.402761795,0.264806657,MRPL38,-0.14008075,0.124028085,0.549406771,0.05564732,0.065339985,MRPL38
NRROS,0.646379709,2.22109e-08,4.86516e-07,0.279056387,0.170827215,NRROS,-0.194527954,3.22519e-05,0.000372326,0.143418579,0.170751545,NRROS
MDFIC,0.644375682,2.4803e-05,0.000362505,0.220368239,0.142927068,MDFIC,0.109674223,0.035764204,0.195859769,0.2530045,0.240917471,MDFIC
DAZAP1,0.641701698,1.31418e-12,4.32803e-11,0.386651323,0.253548703,DAZAP1,-0.226339445,2.60679e-05,0.000306619,0.136754571,0.163919315,DAZAP1
NFE2L1,0.6413486,1.23004e-15,5.03057e-14,0.450517837,0.302985805,NFE2L1,-0.069781907,0.037317795,0.202841039,0.164037136,0.178993602,NFE2L1
EIF5B,0.640927434,1.8167700000000002e-32,1.92681e-30,0.896432681,0.776309349,EIF5B,-0.20871453,6.59861e-12,1.76627e-10,0.385145526,0.43097278,EIF5B
GIGYF2,0.640471637,1.26039e-23,8.21527e-22,0.670310702,0.501223691,GIGYF2,-0.189578474,0.019244253,0.115113901,0.073816711,0.088710552,GIGYF2
HBP1,0.640210867,1.90935e-11,5.65199e-10,0.383774453,0.25648556,HBP1,-0.105269335,0.016911563,0.102944858,0.174517287,0.190163757,HBP1
NUP50,0.639784098,3.46716e-19,1.79794e-17,0.550632911,0.394517866,NUP50,-0.062496319,0.040328876,0.216716789,0.257731959,0.272638542,NUP50
CIRBP,0.637773454,1.7088499999999998e-37,2.35872e-35,0.86018412,0.727361723,CIRBP,,,,,,
SYF2,0.637265384,4.40296e-26,3.3598500000000005e-24,0.643268124,0.456191875,SYF2,-0.179209575,4.32502e-12,1.17369e-10,0.483966509,0.528196508,SYF2
MALT1,0.634508491,1.7103e-10,4.72144e-09,0.33429229,0.211453744,MALT1,-0.341179579,5.08359e-07,7.89626e-06,0.107250669,0.138922026,MALT1
MORC3,0.633023262,1.62667e-24,1.12678e-22,0.742807825,0.620166422,MORC3,1.047264338,3.9477e-279,1.7685999999999999e-276,0.555334055,0.380707082,MORC3
CD81,0.630902588,0.000181207,0.002246779,0.224395857,0.155653451,CD81,0.38086167,2.34332e-81,4.04318e-79,0.733268782,0.676716191,CD81
BRD9,0.630072653,3.08365e-09,7.47884e-08,0.34579977,0.234948605,BRD9,-0.300060272,2.01479e-07,3.30889e-06,0.1327106,0.165708708,BRD9
HS2ST1,0.629876673,0.000540194,0.006101402,0.191024166,0.127753304,HS2ST1,-0.213885173,0.156174535,0.662140616,0.038047502,0.046849582,HS2ST1
CHMP4B,0.629845738,3.4654800000000003e-18,1.73016e-16,0.526467204,0.362212433,CHMP4B,-0.298409402,1.0974900000000001e-26,6.41316e-25,0.431394885,0.49023967,CHMP4B
ABCC4,0.628663778,3.48657e-12,1.10557e-10,0.404487917,0.279001468,ABCC4,-0.243245035,0.538373001,1.0,0.018966794,0.022719879,ABCC4
ATG4C,0.628558159,0.005102286,0.045436482,0.15420023,0.101321586,ATG4C,-0.373351455,0.000300151,0.002895604,0.056843424,0.079438239,ATG4C
PPP4R2,0.628506362,9.38808e-14,3.38259e-12,0.47410817,0.346059716,PPP4R2,-0.043970741,0.07605283,0.367888815,0.247194851,0.262281748,PPP4R2
RIPK1,0.628148913,4.5663e-11,1.32078e-09,0.399309551,0.276064611,RIPK1,0.18829447,0.023025266,0.134026258,0.172808566,0.160882768,RIPK1
SREK1,0.627491593,3.15737e-08,6.7506e-07,0.306098964,0.202643172,SREK1,-0.069489777,0.133775822,0.584348169,0.160050122,0.169883961,SREK1
PARP11,0.626902938,3.09657e-07,5.80128e-06,0.279631761,0.185022026,PARP11,1.199054122,2.1540999999999997e-50,2.51174e-48,0.183060887,0.094404078,PARP11
UGDH,0.624754786,3.18969e-10,8.51733e-09,0.326812428,0.205580029,UGDH,-0.164934158,0.062016446,0.31058089,0.060089993,0.071846871,UGDH
PIK3C2A,0.62254703,1.22907e-10,3.42317e-09,0.367088608,0.246206559,PIK3C2A,-0.208892852,0.000554611,0.005009742,0.130717093,0.152532263,PIK3C2A
PSME1,0.621693194,6.69155e-33,7.21918e-31,0.882048331,0.767988253,PSME1,0.029387739,0.023721187,0.137606592,0.741698468,0.746285652,PSME1
IRF8,0.621677637,4.94766e-16,2.06854e-14,0.555235903,0.402838962,IRF8,0.114137784,0.672065295,1.0,0.139659395,0.138813578,IRF8
MIER3,0.619751394,2.69481e-07,5.10465e-06,0.277330265,0.18061674,MIER3,-0.009639267,0.861967606,1.0,0.035427465,0.036547012,MIER3
ZFYVE21,0.618278086,2.8158e-18,1.41711e-16,0.521288838,0.369554577,ZFYVE21,-1.014420509,0.004568773,0.032845775,0.012872359,0.030202798,ZFYVE21
CCNL2,0.618170023,7.54777e-06,0.000119265,0.239355581,0.154674498,CCNL2,-0.158093274,8.27514e-06,0.000106081,0.242125648,0.271662509,CCNL2
ANTXR2,0.615664423,2.77554e-11,8.15376e-10,0.447065593,0.329417523,ANTXR2,-0.443839282,0.000179917,0.001815423,0.059919121,0.082962802,ANTXR2
PDE12,0.615402162,1.09249e-07,2.18871e-06,0.294591484,0.195301028,PDE12,-0.249928668,0.079252812,0.381489126,0.049040269,0.059863355,PDE12
C1R,0.615005672,7.32487e-06,0.000115938,0.249712313,0.167890357,C1R,1.503192186,0.969071945,1.0,0.000398701,0.000162672,C1R
RIOK3,0.614532053,1.02605e-23,6.80604e-22,0.68296893,0.526676456,RIOK3,-0.314278036,2.19048e-15,7.5082e-14,0.234949023,0.284893179,RIOK3
IL1R2,0.611745596,1.91839e-10,5.28034e-09,0.472957422,0.363191385,IL1R2,-0.72012496,0.025040021,0.144055671,0.02227032,0.035896324,IL1R2
NFKB1,0.609475017,1.28406e-21,7.4858e-20,0.674913694,0.51835536,NFKB1,0.405872315,6.67292e-12,1.78242e-10,0.264509882,0.233705672,NFKB1
CYBB,0.609070957,4.04754e-28,3.43802e-26,0.929228999,0.854136074,CYBB,,,,,,
PTPN2,0.608903527,3.10838e-25,2.25292e-23,0.698504028,0.539402839,PTPN2,0.409662962,8.402960000000001e-30,5.55901e-28,0.383835507,0.328760438,PTPN2
ZC3H15,0.604068577,2.74854e-21,1.57784e-19,0.620828539,0.444444444,ZC3H15,-0.161463201,2.25222e-05,0.000268625,0.225721934,0.254310812,ZC3H15
COPS8,0.604008198,1.49412e-19,8.013580000000001e-18,0.54027618,0.374938815,COPS8,-0.073007807,0.111036621,0.503718452,0.092954377,0.103567943,COPS8
PA2G4,0.603205025,2.09615e-17,9.93661e-16,0.533371692,0.380323054,PA2G4,-0.248189315,7.74745e-14,2.41561e-12,0.304550891,0.353649279,PA2G4
SMC6,0.60293889,1.04036e-14,3.96138e-13,0.487341772,0.354380813,SMC6,-0.310298085,6.20462e-30,4.13684e-28,0.486472632,0.543813035,SMC6
SFPQ,0.602480412,1.84195e-25,1.3506600000000002e-23,0.773878021,0.618697993,SFPQ,-0.005231587,0.259443515,0.981503643,0.31036054,0.324314066,SFPQ
VPS37A,0.602420688,3.77229e-10,9.98779e-09,0.352704258,0.230053842,VPS37A,-0.098306797,0.194464575,0.784122438,0.061343054,0.069623685,VPS37A
RRAGD,0.602310181,2.57491e-15,1.03283e-13,0.481012658,0.323054332,RRAGD,-0.585634232,0.576022936,1.0,0.005809649,0.009218089,RRAGD
CDH2,0.599198401,1.2303e-05,0.000188686,0.303222094,0.226627509,CDH2,2.840549946,0.977249121,1.0,0.000227829,5.42241e-05,CDH2
SKI,0.598579109,3.48501e-17,1.61932e-15,0.515535098,0.359765051,SKI,-0.367352515,6.03083e-05,0.000663807,0.082645099,0.107417851,SKI
PTPN9,0.598520458,0.000693886,0.007617322,0.247986191,0.191874694,PTPN9,0.085495532,0.878731956,1.0,0.035883124,0.035028739,PTPN9
MAMLD1,0.598087728,0.002329235,0.022619968,0.168009206,0.110132159,MAMLD1,1.052866101,0.242281821,0.930222309,0.014865865,0.00775404,MAMLD1
SPOPL,0.597504437,2.61436e-22,1.60907e-20,0.628883774,0.46206559,SPOPL,-0.242891267,0.007646289,0.051555958,0.071025802,0.087734519,SPOPL
TGOLN2,0.597295105,1.0687099999999999e-21,6.269339999999999e-20,0.624280783,0.466960352,TGOLN2,-0.299298257,8.58793e-27,5.05303e-25,0.428603976,0.489643206,TGOLN2
WBP1L,0.596848726,2.89225e-14,1.06667e-12,0.524741082,0.399412628,WBP1L,-0.266421795,0.016944912,0.103123278,0.059349547,0.074124282,WBP1L
CSNK2B,0.596384227,7.55833e-07,1.35129e-05,0.263521289,0.166911405,CSNK2B,-0.130147576,0.00015658,0.001601933,0.284786695,0.3108665,CSNK2B
NOD1,0.595317841,3.3277e-09,8.02926e-08,0.364787112,0.259422418,NOD1,1.112411499,9.31846e-17,3.53051e-15,0.103206698,0.053139573,NOD1
TMEM39A,0.594897032,1.41386e-06,2.42605e-05,0.252589183,0.161527166,TMEM39A,-0.003709258,0.778684443,1.0,0.024320784,0.02608177,TMEM39A
PIK3CG,0.5946033,7.19327e-15,2.77273e-13,0.473532796,0.327949094,PIK3CG,-0.41513595,1.62821e-06,2.34771e-05,0.084296862,0.114141633,PIK3CG
PDAP1,0.592106879,1.9744500000000001e-23,1.27808e-21,0.707710012,0.552129222,PDAP1,-0.164508626,3.91596e-06,5.33322e-05,0.256194111,0.287333261,PDAP1
CRIP2,0.591436505,0.00013369,0.001699142,0.229574223,0.157611356,CRIP2,-0.480438232,0.966625009,1.0,0.001480891,0.00173517,CRIP2
ID2,0.590608895,5.15226e-23,3.27858e-21,0.80840046,0.709740578,ID2,-0.346370727,1.5376900000000002e-18,6.44771e-17,0.236372957,0.291888082,ID2
PLRG1,0.588943779,5.9939e-07,1.0819e-05,0.289988493,0.195301028,PLRG1,-0.17656599,0.004579242,0.032902509,0.104858461,0.122980154,PLRG1
TTC39B,0.588651657,0.000114269,0.001466202,0.231300345,0.160058737,TTC39B,0.170512974,0.104573602,0.480545529,0.190636213,0.185283592,TTC39B
PIM3,0.588490367,0.000580736,0.00648132,0.246835443,0.183553598,PIM3,0.958623469,1.88572e-42,1.8883900000000003e-40,0.216380931,0.139355818,PIM3
KLF10,0.587914884,1.02745e-10,2.8787e-09,0.451093211,0.331864905,KLF10,-0.211207077,0.009074031,0.059936488,0.074101498,0.090716842,KLF10
WBP2NL,0.587787151,0.000469551,0.005358301,0.199654776,0.131669114,WBP2NL,-0.277634323,0.964184857,1.0,0.001082189,0.001355601,WBP2NL
ARHGAP31,0.587053359,3.22514e-19,1.68642e-17,0.655350978,0.494860499,ARHGAP31,-0.299612343,0.0417756,0.223036114,0.043059748,0.055579655,ARHGAP31
NRP1,0.586933911,1.1044300000000001e-23,7.2745e-22,0.832566168,0.680861478,NRP1,-0.62526089,0.080454197,0.386180145,0.021302045,0.031937968,NRP1
IL31RA,0.584211409,3.69092e-08,7.85555e-07,0.295742232,0.190895742,IL31RA,1.377937794,0.98254642,1.0,0.000512616,0.000379568,IL31RA
ERRFI1,0.583273292,2.2088e-05,0.00032546,0.260069045,0.181106216,ERRFI1,0.82109648,0.114673399,0.516455011,0.033263086,0.023858584,ERRFI1
PDCD6,0.582670689,7.0896e-28,5.96798e-26,0.776754891,0.618697993,PDCD6,-0.294101447,1.24709e-13,3.8093e-12,0.235119895,0.282615768,PDCD6
NCK2,0.582005084,2.49846e-15,1.00646e-13,0.549482163,0.410181106,NCK2,0.051947732,0.831998158,1.0,0.029162158,0.027871164,NCK2
MITF,0.581368327,3.19203e-20,1.7572100000000003e-18,0.702531646,0.558981889,MITF,-1.03243041,6.86866e-06,8.94432e-05,0.026997779,0.054332502,MITF
SNAPC2,0.579655945,0.004163818,0.037906498,0.160529344,0.105726872,SNAPC2,-0.298769891,0.000255764,0.002503328,0.082474227,0.105411561,SNAPC2
ANKRD11,0.577449322,3.37845e-22,2.0658099999999998e-20,0.932681243,0.789035732,ANKRD11,-0.373468101,6.99898e-47,7.770689999999999e-45,0.543259099,0.61462965,ANKRD11
USP42,0.577407837,0.00184079,0.01838048,0.18009206,0.121879589,USP42,0.361011952,0.148215858,0.634933759,0.046591103,0.037902614,USP42
TMEM19,0.576825202,9.26984e-16,3.81608e-14,0.489643268,0.344101811,TMEM19,-0.182267502,0.307433941,1.0,0.038560118,0.044843292,TMEM19
CDKAL1,0.576634407,0.001321657,0.013661977,0.178365938,0.117474302,CDKAL1,-0.048395626,0.322055358,1.0,0.099447514,0.105899577,CDKAL1
GPR183,0.576572061,9.65359e-10,2.46554e-08,0.472382048,0.365638767,GPR183,,,,,,
YTHDC1,0.576199949,3.13674e-19,1.64477e-17,0.616800921,0.466470876,YTHDC1,0.324212223,2.30497e-19,1.00101e-17,0.393347383,0.349528251,YTHDC1
DNAJC2,0.575532794,9.10974e-07,1.61176e-05,0.288837745,0.198727362,DNAJC2,-0.090034865,0.018683168,0.112151711,0.14660819,0.162726385,DNAJC2
FBXW11,0.574677885,2.44913e-11,7.20612e-10,0.385500575,0.260890847,FBXW11,0.144445568,0.036309593,0.198289512,0.206185567,0.195260818,FBXW11
DDX24,0.573969603,4.97769e-13,1.71452e-11,0.481588032,0.351933431,DDX24,-0.034741472,0.08088554,0.387886036,0.205843823,0.220095434,DDX24
NDRG1,0.573120475,1.23562e-05,0.000189193,0.285385501,0.206558982,NDRG1,0.24109602,0.277671941,1.0,0.098934898,0.093699165,NDRG1
VGLL4,0.572859049,4.89799e-16,2.05234e-14,0.559263521,0.41752325,VGLL4,-0.435852587,3.26124e-06,4.50401e-05,0.068633593,0.097711745,VGLL4
SDCBP,0.570747077,3.11776e-20,1.7213700000000001e-18,0.695051784,0.563876652,SDCBP,,,,,,
FADD,0.569048226,2.89056e-07,5.46441e-06,0.321058688,0.227606461,FADD,-0.128240287,0.002268915,0.017669723,0.169960699,0.191085566,FADD
NAIP,0.56825757,8.42335e-10,2.16311e-08,0.395281933,0.284385707,NAIP,,,,,,
ANXA11,0.567981362,2.11856e-10,5.79733e-09,0.452819333,0.347038669,ANXA11,-0.251864731,0.000356289,0.003370854,0.107763285,0.130246177,ANXA11
UTP15,0.567815185,8.82035e-08,1.78422e-06,0.291139241,0.188937837,UTP15,0.176354572,0.811379772,1.0,0.037307057,0.036004772,UTP15
PPIF,0.566302419,0.001941544,0.019243223,0.199654776,0.142927068,PPIF,-0.497315973,0.097117499,0.452553367,0.015150652,0.025322633,PPIF
SUZ12,0.56437844,8.58863e-07,1.52387e-05,0.31990794,0.226627509,SUZ12,-0.153904334,1.91953e-05,0.000232308,0.23329726,0.262010628,SUZ12
CNEP1R1,0.56436795,0.000716204,0.007843981,0.17146145,0.106705825,CNEP1R1,0.165110245,0.343303472,1.0,0.091017828,0.085890901,CNEP1R1
RARA,0.563635111,0.000114199,0.001466202,0.232451093,0.159079785,RARA,-0.263937116,0.002316784,0.017976725,0.065443982,0.084697972,RARA
POGZ,0.563452363,0.000370626,0.004332121,0.205408516,0.137053353,POGZ,-0.119965613,0.19496763,0.785530673,0.057640827,0.065882225,POGZ
AZIN1,0.563256919,5.67561e-23,3.59941e-21,0.768124281,0.629955947,AZIN1,-0.159031302,0.000541694,0.004903469,0.142735091,0.165871381,AZIN1
ARF1,0.562991798,4.3272199999999995e-37,5.80218e-35,0.916570771,0.808125306,ARF1,-0.207003057,2.68082e-09,5.55641e-08,0.309164436,0.345515671,ARF1
STX8,0.562823057,9.49933e-13,3.17298e-11,0.424626007,0.288790994,STX8,-0.064266689,0.086015832,0.408976274,0.101042319,0.11262336,STX8
GNAI2,0.56222266,1.23662e-13,4.42167e-12,0.49424626,0.36514929,GNAI2,-0.449321896,1.20228e-69,1.84949e-67,0.470182833,0.556230344,GNAI2
USP15,0.561728239,1.88563e-11,5.59194e-10,0.417721519,0.292706804,USP15,0.907302916,6.2161e-151,1.7254e-148,0.446773367,0.314716408,USP15
KIF16B,0.561594963,0.000132923,0.001690532,0.238204833,0.167400881,KIF16B,-0.506190717,2.54817e-06,3.56743e-05,0.063222646,0.092180891,KIF16B
JUN,0.560828507,0.000550632,0.006196297,0.260069045,0.195301028,JUN,0.943310261,5.31198e-07,8.22601e-06,0.12821097,0.10112786,JUN
DCSTAMP,0.560115039,1.06091e-11,3.20183e-10,0.433256617,0.300538424,DCSTAMP,,,,,,
UBA5,0.560025215,9.48758e-15,3.62731e-13,0.537974684,0.398433676,UBA5,-0.06043493,0.117477856,0.525839533,0.12371134,0.134421429,UBA5
CHD1,0.559141159,1.04e-12,3.45536e-11,0.524165708,0.390602056,CHD1,0.554538906,1.2758699999999998e-49,1.47424e-47,0.387822521,0.314553736,CHD1
ZFAND6,0.558242977,3.24606e-10,8.65554e-09,0.36306099,0.241801273,ZFAND6,-0.30601579,1.7398100000000003e-18,7.25944e-17,0.280970553,0.336568702,ZFAND6
GNL3,0.553696454,5.89083e-11,1.68059e-09,0.410817031,0.287812041,GNL3,-0.180605829,0.002232051,0.017441144,0.093353079,0.113274048,GNL3
DRAM1,0.553101361,3.76842e-22,2.28934e-20,0.815880322,0.715614293,DRAM1,0.474848837,0.560613359,1.0,0.073702797,0.072334888,DRAM1
GCA,0.552953839,1.13547e-12,3.75264e-11,0.463176064,0.323543808,GCA,0.267182529,0.596174813,1.0,0.02460557,0.021418501,GCA
GID8,0.551412642,2.69606e-10,7.2716e-09,0.370540852,0.247185512,GID8,-0.29855758,1.21227e-06,1.78424e-05,0.117446033,0.148194339,GID8
POLK,0.550341249,1.38695e-05,0.000210476,0.274453395,0.191385218,POLK,-0.091260009,0.359195284,1.0,0.041294071,0.047066479,POLK
PLA2G4A,0.546616137,8.68994e-11,2.44569e-09,0.514959724,0.40577582,PLA2G4A,0.172646478,0.883111648,1.0,0.025915589,0.026895131,PLA2G4A
PFKFB4,0.546513677,4.22626e-17,1.93501e-15,0.660529344,0.528144885,PFKFB4,0.180908978,0.753911104,1.0,0.042433218,0.040776488,PFKFB4
CCT8,0.545806944,1.56462e-17,7.51179e-16,0.618527043,0.477239354,CCT8,-0.175048709,4.06417e-06,5.51156e-05,0.235119895,0.266131656,CCT8
DAZAP2,0.544523418,6.02937e-08,1.25341e-06,0.298043728,0.190406265,DAZAP2,-0.023651779,0.273384373,1.0,0.379165005,0.393775079,DAZAP2
PLOD3,0.544510543,0.002007592,0.019835004,0.199079402,0.144395497,PLOD3,0.386842042,0.101899722,0.470204427,0.06464658,0.055145863,PLOD3
SRSF11,0.543624461,1.46865e-16,6.44146e-15,0.635212888,0.48947626,SRSF11,-0.037571471,0.142762572,0.616745904,0.370849234,0.384556989,SRSF11
ATF1,0.541781843,0.000197122,0.00241855,0.242807825,0.172295644,ATF1,-0.218502447,2.96015e-07,4.77212e-06,0.205615994,0.238911181,ATF1
DDX46,0.54159373,5.8372999999999995e-22,3.48974e-20,0.83716916,0.677435144,DDX46,-0.268916667,4.03014e-18,1.65456e-16,0.366463519,0.420453313,DDX46
LAS1L,0.540498734,2.08046e-09,5.14551e-08,0.385500575,0.276064611,LAS1L,-0.227264538,0.109229011,0.496990448,0.056843424,0.066641362,LAS1L
SKIL,0.540360749,4.19187e-08,8.88146e-07,0.332566168,0.228585414,SKIL,0.108894192,2.14018e-05,0.00025634,0.559321069,0.548530528,SKIL
IFRD1,0.539836466,1.71465e-22,1.0588e-20,0.836593786,0.690161527,IFRD1,0.402570426,0.494990259,1.0,0.054052515,0.050482594,IFRD1
PIGX,0.539825976,0.000339573,0.004011616,0.207134638,0.140479687,PIGX,-0.089683831,0.63178348,1.0,0.020561599,0.023533239,PIGX
